pff_id,pfr_id,pff_name,pff_url_name
6737,GambDa00,Darryl Gamble,darryl-gamble
6741,ScafDa00,Damik Scafe,damik-scafe
6749,TolzSc00,Scott Tolzien,scott-tolzien
6750,GurlTo00,Tori Gurley,tori-gurley
6752,JennM.00,M.D. Jennings,m-d-jennings
6754,LattJa00,Jamari Lattimore,jamari-lattimore
6755,RossBr00,Brandian Ross,brandian-ross
6756,SainBr00,Brandon Saine,brandon-saine
6759,SootVi00,Vic So'oto,vic-sooto
6760,TaylKe00,Kerry Taylor,kerry-taylor
6767,HerzMa00,Mark Herzlich,mark-herzlich
6768,KingJa00,Jarriel King,jarriel-king
6773,SilvRi00,Ricardo Silva,ricardo-silva
6782,GilrDa00,David Gilreath,david-gilreath
6786,LefeJo00,Joe Young,joe-young
6787,McNeMi00,Mike McNeill,mike-mc-neill
6789,MoteAd00,Adrian Moten,adrian-moten
6792,SpanCh00,Chad Spann,chad-spann
6796,BailDa00,Dan Bailey,dan-bailey
6797,ButlMa00,Mario Butler,mario-butler
6798,JoneCh02,Chris Jones,chris-jones
6799,KowaKe00,Kevin Kowalski,kevin-kowalski
6800,LemoOr00,Orie Lemon,orie-lemon
6810,LewiLe01,LeQuan Lewis,le-quan-lewis
6814,DockJa00,James Dockery,james-dockery
6817,JacoBe00,Ben Jacobs,ben-jacobs
6820,MattCh00,Chris Matthews,chris-matthews
6824,SmitAr00,Armond Smith,armond-smith
6825,BryaCo00,Corbin Bryant,corbin-bryant
6837,LumpRi00,Ricky Lumpkin,ricky-lumpkin
6848,BellBy00,Byron Bell,byron-bell
6852,KeisTh00,Thomas Keiser,thomas-keiser
6856,AdamDa00,Darvin Adams,darvin-adams
6860,ForbKa00,Kai Forbath,kai-forbath
6871,MoorSt00,Sterling Moore,sterling-moore
6889,ConeKe00,Kevin Cone,kevin-cone
6892,ReynCh00,Chase Reynolds,chase-reynolds
6910,EddsA.99,A.J. Edds,a-j-edds
6915,FranCo00,Collin Franklin,collin-franklin
6921,CaldDa00,David Caldwell,david-caldwell
6931,SmitBr04,Brandon Smith,brandon-smith
6939,PoweWi00,William Powell,william-powell
6944,PryoTe00,Terrelle Pryor Sr.,terrelle-pryor-sr
6945,WilsTr01,Tracy Wilson,tracy-wilson
6946,SmitCh02,Chris Smith,chris-smith
6979,OverMa00,Matt Overton,matt-overton
6988,JoneDo01,Dominique Jones,dominique-jones
6989,WilhMi00,Michael Wilhoite,michael-wilhoite
6997,DiMaPa00,Patrick DiMarco,patrick-di-marco
6998,AaitIs00,Isaako Aaitui,isaako-aaitui
6999,HillWi01,Will Hill III,will-hill-iii
7002,LaneJo00,Jorvorskie Lane,jorvorskie-lane
7003,RobeCr00,Craig Robertson,craig-robertson
7004,McFaMa00,Marshall McFadden,marshall-mc-fadden
7005,SmitHa01,Hayden Smith,hayden-smith
7007,LuckAn00,Andrew Luck,andrew-luck
7008,GrifRo01,Robert Griffin III,robert-griffin-iii
7009,RichTr00,Trent Richardson,trent-richardson
7010,KaliMa00,Matt Kalil,matt-kalil
7011,BlacJu00,Justin Blackmon,justin-blackmon
7012,ClaiMo00,Morris Claiborne,morris-claiborne
7013,BarrMa00,Mark Barron,mark-barron
7014,TannRy00,Ryan Tannehill,ryan-tannehill
7015,KuecLu00,Luke Kuechly,luke-kuechly
7016,GilmSt00,Stephon Gilmore,stephon-gilmore
7017,PoexDo00,Dontari Poe,dontari-poe
7018,CoxxFl00,Fletcher Cox,fletcher-cox
7019,FloyMi00,Michael Floyd,michael-floyd
7020,BrocMi00,Michael Brockers,michael-brockers
7021,IrviBr00,Bruce Irvin,bruce-irvin
7022,CoplQu00,Quinton Coples,quinton-coples
7023,KirkDr00,Dre Kirkpatrick,dre-kirkpatrick
7024,IngrMe00,Melvin Ingram III,melvin-ingram-iii
7025,McClSh00,Shea McClellin,shea-mc-clellin
7026,WrigKe01,Kendall Wright,kendall-wright
7027,JoneCh03,Chandler Jones,chandler-jones
7028,WeedBr00,Brandon Weeden,brandon-weeden
7029,ReifRi00,Riley Reiff,riley-reiff
7030,HighDo01,Dont'a Hightower,donta-hightower
7031,MercWh00,Whitney Mercilus,whitney-mercilus
7032,ZeitKe00,Kevin Zeitler,kevin-zeitler
7033,PerrNi00,Nick Perry,nick-perry
7034,JenkA.00,A.J. Jenkins,a-j-jenkins
7035,MartDo00,Doug Martin,doug-martin
7036,WilsDa01,David Wilson,david-wilson
7037,QuicBr00,Brian Quick,brian-quick
7038,FleeCo00,Coby Fleener,coby-fleener
7039,UpshCo00,Courtney Upshaw,courtney-upshaw
7040,WolfDe00,Derek Wolfe,derek-wolfe
7041,SchwMi00,Mitchell Schwartz,mitchell-schwartz
7042,BranAn00,Andre Branch,andre-branch
7043,JenkJa03,Janoris Jenkins,janoris-jenkins
7044,SilaAm00,Amini Silatolu,amini-silatolu
7045,GlenCo00,Cordy Glenn,cordy-glenn
7046,MartJo01,Jonathan Martin,jonathan-martin
7047,HillSt00,Stephen Hill,stephen-hill
7048,JeffAl00,Alshon Jeffery,alshon-jeffery
7049,KendMy00,Mychal Kendricks,mychal-kendricks
7050,WagnBo00,Bobby Wagner,bobby-wagner
7051,WilsTa00,Tavon Wilson,tavon-wilson
7052,ReyeKe00,Kendall Reyes,kendall-reyes
7053,PeadIs00,Isaiah Pead,isaiah-pead
7054,WortJe00,Jerel Worthy,jerel-worthy
7055,BrowZa00,Zach Brown,zach-brown
7056,StilDe00,Devon Still,devon-still
7057,BroyRy00,Ryan Broyles,ryan-broyles
7058,KonzPe00,Peter Konz,peter-konz
7059,OsweBr00,Brock Osweiler,brock-osweiler
7060,DaviLa00,Lavonte David,lavonte-david
7061,CurrVi00,Vinny Curry,vinny-curry
7062,OsemKe00,Kelechi Osemele,kelechi-osemele
7063,JameLa00,LaMichael James,la-michael-james
7064,HaywCa00,Casey Hayward Jr.,casey-hayward-jr
7065,RandRu00,Rueben Randle,rueben-randle
7066,AlleDw00,Dwayne Allen,dwayne-allen
7067,JohnTr05,Trumaine Johnson,trumaine-johnson
7068,RobiJo01,Josh Robinson,josh-robinson
7069,HillRo00,Ronnie Hillman,ronnie-hillman
7070,PoseDe00,DeVier Posey,de-vier-posey
7071,GrahT.00,T.J. Graham,t-j-graham
7072,AngeBr00,Bryan Anger,bryan-anger
7073,LeRiJo00,Josh LeRibeus,josh-le-ribeus
7074,VernOl00,Olivier Vernon,olivier-vernon
7075,TaylBr02,Brandon Taylor,brandon-taylor
7076,StepDo00,Donald Stephenson,donald-stephenson
7077,WilsRu00,Russell Wilson,russell-wilson
7078,BrooBr00,Brandon Brooks,brandon-brooks
7079,DaviDe00,Demario Davis,demario-davis
7080,EgneMi00,Michael Egnew,michael-egnew
7082,FlemJa00,Jamell Fleming,jamell-fleming
7083,CrawTy00,Tyrone Crawford,tyrone-crawford
7084,SanuMo00,Mohamed Sanu,mohamed-sanu
7085,PierBe00,Bernard Pierce,bernard-pierce
7086,BentBi00,Dwight Bentley,dwight-bentley
7087,SpenSe00,Sean Spence,sean-spence
7088,HughJo00,John Hughes,john-hughes
7089,FoleNi00,Nick Foles,nick-foles
7090,HickAk00,Akiem Hicks,akiem-hicks
7091,HolmLa00,Lamar Holmes,lamar-holmes
7092,HiltT.00,T.Y. Hilton,t-y-hilton
7093,ThomBr01,Brandon Thompson,brandon-thompson
7094,HoslJa00,Jayron Hosley,jayron-hosley
7095,BergTo00,Tony Bergstrom,tony-bergstrom
7096,GiveCh00,Chris Givens,chris-givens
7097,MillLa01,Lamar Miller,lamar-miller
7098,GradGi00,Gino Gradkowski,gino-gradkowski
7099,JoneBe01,Ben Jones,ben-jones
7100,BenjTr00,Travis Benjamin,travis-benjamin
7101,BoldOm00,Omar Bolden,omar-bolden
7102,CousKi00,Kirk Cousins,kirk-cousins
7103,AlexFr00,Frank Alexander,frank-alexander
7104,AdamJo01,Joe Adams,joe-adams
7105,BradNi00,Nigel Bradham,nigel-bradham
7106,TurbRo00,Robert Turbin,robert-turbin
7107,WyliDe00,Devon Wylie,devon-wylie
7109,Ta'aAl00,Alameda Ta'amu,alameda-taamu
7110,GreeLa00,Ladarius Green,ladarius-green
7111,RodrEv00,Evan Rodriguez,evan-rodriguez
7112,MassBo00,Bobby Massie,bobby-massie
7113,WilbKy00,Kyle Wilber,kyle-wilber
7114,HowaJa00,Jaye Howard Jr.,jaye-howard-jr
7115,SensCo00,Coty Sensabaugh,coty-sensabaugh
7116,CharOr00,Orson Charles,orson-charles
7117,LoonJo01,Joe Looney,joe-looney
7118,WrigJa02,Jarius Wright,jarius-wright
7119,RobiKe01,Keenan Robinson,keenan-robinson
7120,JohnJa04,James-Michael Johnson,james-michael-johnson
7121,MartKe01,Keshawn Martin,keshawn-martin
7122,ToonNi00,Nick Toon,nick-toon
7123,BoykBr00,Brandon Boykin,brandon-boykin
7124,BrooRo01,Ron Brooks,ron-brooks
7125,LewiRo02,Ronnell Lewis,ronnell-lewis
7126,CricJa00,Jared Crick,jared-crick
7127,RobiAd00,Adrien Robinson,adrien-robinson
7128,ElliRh00,Rhett Ellison,rhett-ellison
7129,BurrMi00,Miles Burris,miles-burris
7131,MoslBr00,Brandon Mosley,brandon-mosley
7132,DaniMi00,Mike Daniels,mike-daniels
7133,McMiJe00,Jerron McMillian,jerron-mc-millian
7135,WhitTa00,Tahir Whitehead,tahir-whitehead
7136,BlanRo00,Robert Blanton,robert-blanton
7137,GoodNa00,Najee Goode,najee-goode
7138,GettAd00,Adam Gettis,adam-gettis
7140,ThomTa00,Taylor Thompson,taylor-thompson
7141,CardTa00,Tank Carder,tank-carder
7142,GreeCh01,Chris Greenwood,chris-greenwood
7143,WatkRo00,Rokevious Watkins,rokevious-watkins
7144,KeleSe00,Senio Kelemete,senio-kelemete
7146,KellDe00,Dennis Kelly,dennis-kelly
7147,ToomKo00,Korey Toomer,korey-toomer
7148,KaddJo00,Josh Kaddu,josh-kaddu
7149,PratSh00,Shaun Prater,shaun-prater
7150,EwinBr00,Bradie Ewing,bradie-ewing
7151,CrawJa00,Jack Crawford,jack-crawford
7152,RainCh00,Chris Rainey,chris-rainey
7153,MillRy00,Ryan Miller,ryan-miller
7154,BullRa00,Randy Bullock,randy-bullock
7155,MannTe00,Terrell Manning,terrell-manning
7156,MassJo00,Jonathan Massaquoi,jonathan-massaquoi
7157,FlemDa00,Darius Fleming,darius-fleming
7158,JoneMa02,Marvin Jones Jr.,marvin-jones-jr
7159,IlokGe00,George Iloka,george-iloka
7160,CrinJu00,Juron Criner,juron-criner
7161,JackAs00,Asa Jackson,asa-jackson
7162,BallVi00,Vick Ballard,vick-ballard
7163,ZuerGr00,Greg Zuerlein,greg-zuerlein
7164,LaneJe00,Jeremy Lane,jeremy-lane
7165,MorrAl00,Alfred Morris,alfred-morris
7166,TandKe00,Keith Tandy,keith-tandy
7167,WalsBl00,Blair Walsh,blair-walsh
7168,AspeMa00,Mark Asper,mark-asper
7169,TillAn01,Andrew Tiller,andrew-tiller
7170,RobiTr02,Trenton Robinson,trenton-robinson
7171,GuyxWi00,Winston Guy,winston-guy
7172,CunnB.00,B.J. Cunningham,b-j-cunningham
7173,FreyIs00,Isaiah Frey,isaiah-frey
7174,LindRy00,Ryan Lindley,ryan-lindley
7175,HannJa00,James Hanna,james-hanna
7176,BushJo00,Josh Bush,josh-bush
7177,TrevDa00,Danny Trevathan,danny-trevathan
7178,BiluCh00,Christo Bilukidi,christo-bilukidi
7179,HerrDa00,Dan Herron,dan-herron
7180,MitcCh01,Charles Mitchell,charles-mitchell
7181,CompTo00,Tom Compton,tom-compton
7182,McNuMa00,Marvin McNutt,marvin-mc-nutt
7184,GreeJo03,Jonte Green,jonte-green
7185,StreTo00,Tommy Streeter,tommy-streeter
7187,GanaTe00,Terrance Ganaway,terrance-ganaway
7189,AchoEm00,Emmanuel Acho,emmanuel-acho
7190,WinnBi00,Billy Winn,billy-winn
7191,BrazLa00,LaVon Brazill,la-von-brazill
7192,NortBr00,Brad Nortman,brad-nortman
7193,EbneNa00,Nate Ebner,nate-ebner
7195,ColeAu00,Audie Cole,audie-cole
7196,SoloSc00,Scott Solomon,scott-solomon
7198,CrawRi00,Richard Crawford,richard-crawford
7200,RandKh00,Kheeston Randall,kheeston-randall
7201,CampD.00,D.J. Campbell,d-j-campbell
7205,PottNa00,Nate Potter,nate-potter
7207,LewiTr00,Travis Lewis,travis-lewis
7208,DennAl00,Alfonzo Dennard,alfonzo-dennard
7209,SweeJ.00,J.R. Sweezy,j-r-sweezy
7210,MolkDa00,David Molk,david-molk
7211,MattRi00,Rishard Matthews,rishard-matthews
7212,PendJe00,Jeris Pendleton,jeris-pendleton
7213,BrowBr02,Bryce Brown,bryce-brown
7214,StupNa01,Nate Stupar,nate-stupar
7215,ClemTo00,Toney Clemons,toney-clemons
7216,ScruGr00,Greg Scruggs,greg-scruggs
7219,EberJe00,Jeremy Ebert,jeremy-ebert
7220,TysoDe00,DeAngelo Tyson,de-angelo-tyson
7221,JohnCa01,Cam Johnson,cam-johnson
7222,HemiJu00,Junior Hemingway,junior-hemingway
7223,KuhnMa00,Markus Kuhn,markus-kuhn
7224,AlleAn02,Antonio Allen,antonio-allen
7226,WhitJo02,Jordan White,jordan-white
7227,WadeTr00,Trevin Wade,trevin-wade
7228,FredTe00,Terrence Frederick,terrence-frederick
7229,BeacKe00,Kelvin Beachum,kelvin-beachum
7230,RobeTr00,Travian Robertson,travian-robertson
7231,BakeEd01,Edwin Baker,edwin-baker
7232,PottJo00,John Potter,john-potter
7233,RichDa00,Daryl Richardson,daryl-richardson
7235,ThomPe00,Peyton Thompson,peyton-thompson
7245,HarrBr01,Bryce Harris,bryce-harris
7250,PoinQu00,Quinton Pointer,quinton-pointer
7251,DaniMa00,Matt Daniels,matt-daniels
7252,HekkJo00,Johnny Hekker,johnny-hekker
7255,MasiMa00,Matthew Masifilo,matthew-masifilo
7256,MoonCo00,Collin Mooney,collin-mooney
7258,ConrMa00,Matt Conrath,matt-conrath
7267,RobiGe00,Gerell Robinson,gerell-robinson
7268,HoweDe00,Delano Howell,delano-howell
7269,PoweSh00,Shawn Powell,shawn-powell
7271,McLeRo00,Rodney McLeod,rodney-mc-leod
7274,CeleGa00,Garrett Celek,garrett-celek
7276,OwusCh00,Chris Owusu,chris-owusu
7277,PalmNa00,Nathan Palmer,nathan-palmer
7278,TaveGi00,Giorgio Tavecchio,giorgio-tavecchio
7279,ThomMi02,Michael Thomas,michael-thomas
7280,BurfVo00,Vontaze Burfict,vontaze-burfict
7288,GipsTa00,Tashaun Gipson Sr.,tashaun-gipson-sr
7292,FortL.00,L.J. Fort,l-j-fort
7293,GerhGa00,Garth Gerhart,garth-gerhart
7297,IhenDu00,Duke Ihenacho,duke-ihenacho
7298,JohnSt02,Steven Johnson,steven-johnson
7301,BrewAa00,Aaron Brewer,aaron-brewer
7302,ButlDr00,Drew Butler,drew-butler
7303,GoldRo00,Robert Golden,robert-golden
7305,DaviAu00,Austin Davis,austin-davis
7306,HarkCo00,Cory Harkey,cory-harkey
7309,BardBr00,Brandon Barden,brandon-barden
7315,LewiLa00,Lance Lewis,lance-lewis
7317,RobiAd01,Adrian Robinson,adrian-robinson
7321,TymsBr00,Brian Tyms,brian-tyms
7323,KeenCa00,Case Keenum,case-keenum
7324,SupePh00,Phillip Supernaw,phillip-supernaw
7330,BeasCo00,Cole Beasley,cole-beasley
7332,DunbLa00,Lance Dunbar,lance-dunbar
7333,GunnHa00,Harland Gunn,harland-gunn
7334,HakiSa00,Saalim Hakim,saalim-hakim
7335,HamiAd00,Adrian Hamilton,adrian-hamilton
7336,HughCh01,Charley Hughlett,charley-hughlett
7338,LearRo00,Ron Leary,ron-leary
7348,PellMi00,Micah Pellerin,micah-pellerin
7351,WhalGr00,Griff Whalen,griff-whalen
7353,DowtMa00,Marcus Dowtin,marcus-dowtin
7354,FletDo00,Donnie Fletcher,donnie-fletcher
7355,HarrDa03,Damon Harrison Sr.,damon-harrison-sr
7361,BanyJo00,Joe Banyard,joe-banyard
7362,BlakAn00,Valentino Blake,valentino-blake
7363,BoykJa00,Jarrett Boykin,jarrett-boykin
7364,BrewMi00,Mike Brewster,mike-brewster
7365,DaviRy00,Ryan Davis Sr.,ryan-davis-sr
7367,ElliKe02,Kevin Elliott,kevin-elliott
7369,NowaDr00,Drew Nowak,drew-nowak
7371,SchaJ.00,J.K. Schaffer,j-k-schaffer
7372,StanJu00,Julian Stanford,julian-stanford
7373,VeldMa00,Matt Veldman,matt-veldman
7374,BadeJo00,Johnson Bademosi,johnson-bademosi
7375,RobiTr01,Trevor Robinson,trevor-robinson
7376,BakeCh01,Chase Baker,chase-baker
7377,ColeDe00,Derrick Coleman,derrick-coleman
7385,JohnLe03,Leonard Johnson,leonard-johnson
7393,GrayJo00,Jonas Gray,jonas-gray
7396,McCrKe00,Kelcie McCray,kelcie-mc-cray
7397,MoyeDe00,Derek Moye,derek-moye
7399,SamuJo00,Josh Samuda,josh-samuda
7400,ShelDe00,Derrick Shelby,derrick-shelby
7401,SmitJa01,Jacquies Smith,jacquies-smith
7405,BurnKa00,Kaelin Burnett,kaelin-burnett
7406,CarrDe00,Derek Carrier,derek-carrier
7410,KingMa00,Marquette King,marquette-king
7414,NixxLu00,Lucas Nix,lucas-nix
7416,StreRo00,Rod Streater,rod-streater
7418,BrinBe00,Beau Brinkley,beau-brinkley
7423,SimmMa00,Matt Simms,matt-simms
7428,KearJe01,Jermaine Kearse,jermaine-kearse
7431,RemmMi00,Mike Remmers,mike-remmers
7432,JeroTo00,Tony Jerod-Eddie,tony-jerod-eddie
7433,SnowDa00,David Snow,david-snow
7435,FolkBr00,Brian Folkerts,brian-folkerts
7436,GumbJo00,Jose Gumbs,jose-gumbs
7440,ByrnJa00,Jake Byrne,jake-byrne
7442,BakeSe00,Sean Baker,sean-baker
7445,NoblDa00,Danny Noble,danny-noble
7450,SheaDe00,DeShawn Shead,de-shawn-shead
7452,HarrDa02,DaJohn Harris,da-john-harris
7456,RichSe00,Sean Richardson,sean-richardson
7457,CadeTr00,Travaris Cadet,travaris-cadet
7459,WalkTy00,Tyrunn Walker,tyrunn-walker
7460,AustRo00,Rodney Austin,rodney-austin
7463,EdwaPa00,Patrick Edwards,patrick-edwards
7466,MoorKe02,Kellen Moore,kellen-moore
7469,BoldBr00,Brandon Bolden,brandon-bolden
7472,BellJo02,Josh Bellamy,josh-bellamy
7474,HartTy00,Tysyn Hartman,tysyn-hartman
7477,ParkTe00,Terrance Parks,terrance-parks
7481,GoldBr00,Brittan Golden,brittan-golden
7486,ByrdLa00,LaRon Byrd,la-ron-byrd
7490,NashZa00,Zack Nash,zack-nash
7493,JohnRi02,Rishaw Johnson,rishaw-johnson
7494,NixoJa00,James Nixon,james-nixon
7495,WediSc00,Scott Wedige,scott-wedige
7498,DougDa01,David Douglas,david-douglas
7501,TallJu00,Julian Talley,julian-talley
7503,BrowOm00,Omar Brown,omar-brown
7504,CornJa00,Jack Cornell,jack-cornell
7511,RainBo00,Bobby Rainey Jr.,bobby-rainey-jr
7513,ThomDe04,Deonte Thompson,deonte-thompson
7514,BatePh00,Phil Bates,phil-bates
7515,McGrSe00,Sean McGrath,sean-mc-grath
7516,BersBr00,Brenton Bersin,brenton-bersin
7521,ChanNa00,Nate Chandler,nate-chandler
7522,PoolTa00,Tauren Poole,tauren-poole
7527,DyexTo00,Tony Dye,tony-dye
7528,FordCh00,Chase Ford,chase-ford
7530,JohnDa04,Damaris Johnson,damaris-johnson
7532,PolkCh00,Chris Polk,chris-polk
7533,IgweEm00,Emil Igwenagu,emil-igwenagu
7534,StewJe00,Jeremy Stewart,jeremy-stewart
7539,CattSe00,Sean Cattouse,sean-cattouse
7548,PresDe00,DeAndre Presley,de-andre-presley
7555,McDoAn01,Andrew McDonald,andrew-mc-donald
7561,LamuEm00,Emmanuel Lamur,emmanuel-lamur
7571,BassBe00,Ben Bass,ben-bass
7572,OlawJa00,Jamize Olawale,jamize-olawale
7573,QuigRy00,Ryan Quigley,ryan-quigley
7574,AndeJo00,Joseph Anderson,joseph-anderson
7585,GrimJo01,Jonathan Grimes,jonathan-grimes
7586,JackJe00,Jerrell Jackson,jerrell-jackson
7593,PleaEd00,Eddie Pleasant,eddie-pleasant
7594,RobeTr01,Tracy Robertson,tracy-robertson
7604,TuckJu00,Justin Tucker,justin-tucker
7605,BostBr00,Brandon Bostick,brandon-bostick
7608,GreeIs00,Isaiah Green,isaiah-green
7610,TannAl00,Alex Tanney,alex-tanney
7614,BrowKe01,Keith Browner,keith-browner
7615,RauxRy00,Ryan Rau,ryan-rau
7618,GordJo02,Josh Gordon,josh-gordon
7619,CornPa00,Paul Cornick,paul-cornick
7624,LewiCh01,Chris Lewis-Harris,chris-lewis-harris
7633,DePaAn00,Andrew DePaola,andrew-de-paola
7636,NsekTy00,Ty Nsekhe,ty-nsekhe
7638,DonnLa00,Larry Donnell,larry-donnell
7639,JohnWi00,Will Johnson,will-johnson
7640,DeCaDa00,David DeCastro,david-de-castro
7641,SmitHa00,Harrison Smith,harrison-smith
7642,AlleJe01,Jeff Allen,jeff-allen
7643,AdamMi02,Mike Adams,mike-adams
7644,MartMi01,Mike Martin,mike-martin
7645,BequJa00,Jake Bequette,jake-bequette
7646,ChapJo00,Josh Chapman,josh-chapman
7647,JackMa02,Malik Jackson,malik-jackson
7648,MarsBr01,Brandon Marshall,brandon-marshall
7649,NormJo01,Josh Norman,josh-norman
7651,TrouJo00,Johnnie Troutman,johnnie-troutman
7652,WhitCo01,Corey White,corey-white
7653,HarrMi00,Mike Harris,mike-harris
7654,BethJu00,Justin Bethel,justin-bethel
7655,GrayCy00,Cyrus Gray,cyrus-gray
7656,WashBr00,Brandon Washington,brandon-washington
7657,McCaMa00,Matt McCants,matt-mc-cants
7659,LongJe00,Jerome Long,jerome-long
7660,PaulDa01,David Paulson,david-paulson
7662,SmelBr00,Brad Smelley,brad-smelley
7666,DaviDo02,Dominique Davis,dominique-davis
7672,CoopJo00,Josh Cooper,josh-cooper
7673,FranJe00,Jerry Franklin,jerry-franklin
7679,BrowKo00,Kourtnei Brown,kourtnei-brown
7680,AdamJe00,Jeff Adams,jeff-adams
7689,PaszAu00,Austin Pasztor,austin-pasztor
7691,WeemDa00,Darrion Weems,darrion-weems
7693,SoweBr00,Bradley Sowell,bradley-sowell
7696,MoseDe00,Dezman Moses,dezman-moses
7698,BrowMi00,Mike Brown,mike-brown
7703,BarcDo00,Don Barclay,don-barclay
7709,ForsMa00,Marcus Forston,marcus-forston
7710,FranJu00,Justin Francis,justin-francis
7711,WarrJe00,Jeremiah Warren,jeremiah-warren
7716,ThorNe00,Neiko Thorpe,neiko-thorpe
7717,BrowJa02,James Brown,james-brown
7721,FennCh00,Chandler Fenner,chandler-fenner
7722,EachNa00,Nate Eachus,nate-eachus
7723,GoodSt00,Stephen Goodin,stephen-goodin
7726,KitcIs00,Ishmaa'ily Kitchen,ishmaaily-kitchen
7727,LawxCo00,Cordarro Law,cordarro-law
7730,HarrMi01,Michael Harris,michael-harris
7734,FangHe00,Loni Fangupo,loni-fangupo
7736,WhitCo02,Cody White,cody-white
7737,HelfCo00,Cooper Helfet,cooper-helfet
7743,KnoxKy00,Kyle Knox,kyle-knox
7746,VanRGr00,Greg Van Roten,greg-van-roten
7748,HarrJo02,Josh Harris,josh-harris
7760,DempJe00,Jeff Demps,jeff-demps
7764,TukuWi00,Will Tukuafu,will-tukuafu
7783,FishEr00,Eric Fisher,eric-fisher
7784,JoecLu00,Luke Joeckel,luke-joeckel
7785,JordDi00,Dion Jordan,dion-jordan
7786,JohnLa01,Lane Johnson,lane-johnson
7787,MingBa00,Barkevious Mingo,barkevious-mingo
7788,CoopJo01,Jonathan Cooper,jonathan-cooper
7789,AustTa00,Tavon Austin,tavon-austin
7790,MillDe00,Dee Milliner,dee-milliner
7791,WarmCh00,Chance Warmack,chance-warmack
7792,FlukDJ00,D.J. Fluker,d-j-fluker
7793,HaydDJ00,D.J. Hayden,d-j-hayden
7794,RichSh00,Sheldon Richardson,sheldon-richardson
7795,LotuSt00,Star Lotulelei,star-lotulelei
7796,VaccKe00,Kenny Vaccaro,kenny-vaccaro
7797,ManuEJ00,E.J. Manuel,e-j-manuel
7798,JoneJa05,Jarvis Jones,jarvis-jones
7799,ReidEr00,Eric Reid,eric-reid
7800,PughJu00,Justin Pugh,justin-pugh
7801,LongKy00,Kyle Long,kyle-long
7802,EifeTy00,Tyler Eifert,tyler-eifert
7803,TrufDe00,Desmond Trufant,desmond-trufant
7804,FloySh00,Sharrif Floyd,sharrif-floyd
7805,WernBj00,Bjoern Werner,bjoern-werner
7806,RhodXa00,Xavier Rhodes,xavier-rhodes
7807,JoneDa03,Datone Jones,datone-jones
7808,HopkDe00,DeAndre Hopkins,de-andre-hopkins
7809,WillSy00,Sylvester Williams,sylvester-williams
7810,PattCo00,Cordarrelle Patterson,cordarrelle-patterson
7811,OgleAl00,Alec Ogletree,alec-ogletree
7812,FredTr00,Travis Frederick,travis-frederick
7813,ElamMa00,Matt Elam,matt-elam
7814,CyprJo00,Johnathan Cyprien,johnathan-cyprien
7815,HuntJu00,Justin Hunter,justin-hunter
7816,ErtzZa00,Zach Ertz,zach-ertz
7817,SlayDa00,Darius Slay,darius-slay
7818,BernGi00,Giovani Bernard,giovani-bernard
7819,TeoxMa00,Manti Te'o,manti-teo
7820,SmitGe00,Geno Smith,geno-smith
7821,CarrCo00,Tank Carradine,tank-carradine
7822,WoodRo02,Robert Woods,robert-woods
7823,WatsMe00,Menelik Watson,menelik-watson
7824,BankJo00,Johnthan Banks,johnthan-banks
7825,ShorKa00,Kawann Short,kawann-short
7826,MintKe00,Kevin Minter,kevin-minter
7827,AlonKi00,Kiko Alonso,kiko-alonso
7828,EscoGa00,Gavin Escobar,gavin-escobar
7829,BellLe00,Le'Veon Bell,le-veon-bell
7830,HankJo00,Johnathan Hankins,johnathan-hankins
7831,BostJo00,Jon Bostic,jon-bostic
7832,AmerDa00,David Amerson,david-amerson
7833,CollJa00,Jamie Collins Sr.,jamie-collins-sr
7834,HuntMa00,Margus Hunt,margus-hunt
7835,TaylJa01,Jamar Taylor,jamar-taylor
7836,McDoVa00,Vance McDonald,vance-mc-donald
7837,BrowAr00,Arthur Brown,arthur-brown
7838,SweaDJ00,D.J. Swearinger Sr.,d-j-swearinger-sr
7839,BallMo00,Montee Ball,montee-ball
7840,DobsAa00,Aaron Dobson,aaron-dobson
7841,AlfoRo00,Robert Alford,robert-alford
7842,LacyEd00,Eddie Lacy,eddie-lacy
7843,MichCh00,Christine Michael,christine-michael
7844,KelcTr00,Travis Kelce,travis-kelce
7845,GratDw00,Dwayne Gratz,dwayne-gratz
7846,WarfLa00,Larry Warford,larry-warford
7847,MoorSi00,Sio Moore,sio-moore
7848,LogaBe00,Bennie Logan,bennie-logan
7849,McFaLe00,Leon McFadden,leon-mc-fadden
7850,MathTy00,Tyrann Mathieu,tyrann-mathieu
7851,WrehBl00,Blidi Wreh-Wilson,blidi-wreh-wilson
7852,McDoTJ00,T.J. McDonald,t-j-mc-donald
7853,WintBr00,Brian Winters,brian-winters
7854,GlenMi00,Mike Glennon,mike-glennon
7855,WillTe01,Terrance Williams,terrance-williams
7856,ArmsTe00,Terron Armstead,terron-armstead
7857,AlleKe00,Keenan Allen,keenan-allen
7858,ThomDa04,Dallas Thomas,dallas-thomas
7859,GoodMa00,Marquise Goodwin,marquise-goodwin
7860,WheaMa00,Markus Wheaton,markus-wheaton
7861,WilcJ.00,J.J. Wilcox,j-j-wilcox
7862,MoorDa01,Damontre Moore,damontre-moore
7863,JenkJo00,John Jenkins,john-jenkins
7864,RyanLo00,Logan Ryan,logan-ryan
7865,WillSh02,Shawn Williams,shawn-williams
