season,team,playerid,full_name,name,side,category,position,games,starts,years,av
2006,TEN,HartBe00,Ben Hartsock,B.Hartsock,O,TE,TE,6,3,2,1
2006,TEN,TrouBe00,Ben Troupe,B.Troupe,O,TE,TE,10,9,2,1
2006,TEN,HaynAl20,Albert Haynesworth,A.Haynesworth,D,DL,RDT,11,10,4,4
2006,TEN,TullSt20,Stephen Tulloch,S.Tulloch,D,LB,MLB,16,3,0,2
2006,TEN,HenrTr00,Travis Henry,T.Henry,O,RB,RB,14,13,5,9
2006,TEN,VandKy99,Kyle Vanden Bosch,K.Bosch,D,DL,DE,16,16,5,6
2006,TEN,hentrcra01,Craig Hentrich,C.Hentrich,S,P,P,16,0,12,2
2006,TEN,WadeBo00,Bobby Wade,B.Wade,O,WR,WR,16,2,3,4
2006,TEN,HillRe21,Reynaldo Hill,R.Hill,D,DB,LCB,15,14,1,5
2006,TEN,WallCo00,Cooper Wallace,C.Wallace,O,TE,TE,2,1,0,0
2006,TEN,HopeCh21,Chris Hope,C.Hope,D,DB,SS,16,16,4,6
2006,TEN,WandSe20,Seth Wand,S.Wand,,,,7,0,3,0
2006,TEN,JonePa20,Adam Jones,A.Jones,D,DB,RCB,15,15,1,9
2006,TEN,WhitLe01,LenDale White,L.White,,,,13,0,0,2
2006,TEN,JoneBr02,Brandon Jones,B.Jones,O,WR,WR,16,10,1,4
2006,TEN,WillRo05,Roydell Williams,R.Williams,,,,14,0,1,1
2006,TEN,KingEr20,Eric King,E.King,,,,11,0,1,1
2006,TEN,WoodLe21,LeVar Woods,L.Woods,,,,7,0,5,1
2006,TEN,LaBoTr20,Travis LaBoy,T.LaBoy,D,DL,DE,13,11,2,4
2006,TEN,WoolAn20,Andre Woolfolk,A.Woolfolk,D,DB,RCB,10,1,3,1
2006,TEN,LopeDa20,Daniel Loper,D.Loper,,,,8,0,0,1
2006,TEN,YounVi00,Vince Young,V.Young,O,QB,QB,15,13,0,9
2006,TEN,LowrCa20,Calvin Lowry,C.Lowry,,,,16,0,0,1
2006,TEN,MaheJe20,Jesse Mahelona,J.Mahelona,D,DL,RDT,10,1,0,1
2006,TEN,AmanEu20,Eugene Amano,E.Amano,O,OL,RG,16,1,2,1
2006,TEN,MawaKe00,Kevin Mawae,K.Mawae,O,OL,C,16,16,12,7
2006,TEN,AmatKe20,Ken Amato,K.Amato,,,,15,0,3,1
2006,TEN,NandTe20,Terna Nande,T.Nande,,,,1,0,0,0
2006,TEN,BellJa20,Jacob Bell,J.Bell,O,OL,LG,15,15,2,6
2006,TEN,NickDo20,Donnie Nickey,D.Nickey,,,,16,0,3,1
2006,TEN,BennDr00,Drew Bennett,D.Bennett,O,WR,WR,16,15,5,7
2006,TEN,OdomAn20,Antwan Odom,A.Odom,D,DL,DE,4,2,2,1
2006,TEN,bironrob01,Rob Bironas,R.Bironas,S,K,K,16,0,1,2
2006,TEN,OlsoBe20,Benji Olson,B.Olson,O,OL,RG,15,15,8,6
2006,TEN,BockCo20,Colby Bockwoldt,C.Bockwoldt,D,LB,LB,16,1,2,1
2006,TEN,PillZa20,Zach Piller,Z.Piller,O,OL,LG,3,3,7,1
2006,TEN,BrowCh03,Chris Brown,C.Brown,O,RB,RB,5,3,3,1
2006,TEN,ReynRo20,Robert Reynolds,R.Reynolds,,,,4,0,2,0
2006,TEN,BrowTo25,Tony Brown,T.Brown,D,DL,DE,12,2,2,2
2006,TEN,RobyCo00,Courtney Roby,C.Roby,,,,12,0,1,0
2006,TEN,BullKe00,Keith Bulluck,K.Bulluck,D,LB,LB,16,16,6,7
2006,TEN,RoosMi20,Michael Roos,M.Roos,O,OL,LT,16,16,1,7
2006,TEN,CollKe00,Kerry Collins,K.Collins,O,QB,QB,4,3,11,2
2006,TEN,SavaJo20,Josh Savage,J.Savage,,,,5,0,2,0
2006,TEN,ConoSe20,Sean Conover,S.Conover,D,DL,DE,6,2,0,1
2006,TEN,ScaiBo00,Bo Scaife,B.Scaife,O,TE,TE,14,12,1,4
2006,TEN,CramCa00,Casey Cramer,C.Cramer,,,,15,0,2,0
2006,TEN,ScotDe20,DeQuincy Scott,D.Scott,,,,3,0,4,0
2006,TEN,DoreJo20,Jon Dorenbos,J.Dorenbos,,,,1,0,3,0
2006,TEN,SirmPe20,Peter Sirmon,P.Sirmon,D,LB,MLB,16,15,6,5
2006,TEN,FinnCo20,Cortland Finnegan,C.Finnegan,D,LB,MLB,16,2,0,2
2006,TEN,SmitRo21,Robaire Smith,R.Smith,D,DL,LDT,15,12,6,4
2006,WAS,DuckT.00,T.J. Duckett,T.Duckett,,,,10,0,4,1
2006,WAS,SellMi00,Mike Sellers,M.Sellers,O,RB,FB,16,6,8,1
2006,WAS,EspyMi20,Mike Espy,M.Espy,,,,1,0,0,0
2006,WAS,SpriSh00,Shawn Springs,S.Springs,D,DB,LCB,9,8,9,3
2006,WAS,EubaJo20,John Eubanks,J.Eubanks,,,,1,0,0,0
2006,WAS,suishsha01,Shaun Suisham,S.Suisham,,,,5,0,1,2
2006,WAS,EvanDe20,Demetric Evans,D.Evans,,,,16,0,5,0
2006,WAS,SykeJo20,Joe Sykes,J.Sykes,,,,1,0,0,0
2006,WAS,FaurCh00,Christian Fauria,C.Fauria,,,,9,0,11,0
2006,WAS,TaylSe20,Sean Taylor,S.Taylor,D,DB,FS,16,16,2,8
2006,WAS,FoxxVe20,Vernon Fox,V.Fox,D,DB,SS,16,6,4,3
2006,WAS,ThomRa21,Randy Thomas,R.Thomas,O,OL,RG,16,16,7,8
2006,WAS,FrosDe20,Derrick Frost,D.Frost,S,P,P,16,0,2,2
2006,WAS,ThraJa00,James Thrash,J.Thrash,,,,16,0,9,1
2006,WAS,GolsKe20,Kedric Golston,K.Golston,D,DL,RDT,16,13,0,6
2006,WAS,VincTr00,Troy Vincent,T.Vincent,D,DB,SS,8,3,14,1
2006,WAS,GrifCo20,Cornelius Griffin,C.Griffin,D,DL,LDT,14,14,6,6
2006,WAS,WadeTo20,Todd Wade,T.Wade,O,OL,RT,2,1,6,1
2006,WAS,hallxjoh01,John Hall,J.Hall,,,,5,0,9,1
2006,WAS,WaltTy20,Tyson Walter,T.Walter,,,,2,0,4,0
2006,WAS,HoldWa20,Warrick Holdman,W.Holdman,D,LB,LB,16,16,7,6
2006,WAS,WashMa99,Marcus Washington,M.Washington,D,LB,LB,14,14,6,6
2006,WAS,JansJo20,Jon Jansen,J.Jansen,O,OL,RT,15,15,7,8
2006,WAS,WrigKe20,Kenny Wright,K.Wright,D,DB,LCB,16,9,7,4
2006,WAS,JimoAd20,Ade Jimoh,A.Jimoh,,,,16,0,3,1
2006,WAS,WynnRe20,Renaldo Wynn,R.Wynn,D,DL,DE,15,1,9,1
2006,WAS,KozlBr00,Brian Kozlowski,B.Kozlowski,,,,3,0,12,0
2006,WAS,YodeTo00,Todd Yoder,T.Yoder,,,,14,0,6,0
2006,WAS,LloyBr00,Brandon Lloyd,B.Lloyd,O,WR,WR,15,12,3,3
2006,WAS,MarsLe20,Lemar Marshall,L.Marshall,D,LB,MLB,15,15,4,6
2006,WAS,AlbrEt20,Ethan Albright,E.Albright,,,,16,0,11,1
2006,WAS,McInRo20,Rocky McIntosh,R.McIntosh,D,LB,LB,16,2,0,2
2006,WAS,ArchAd20,Adam Archuleta,A.Archuleta,D,DB,SS,16,7,5,3
2006,WAS,MoliJi20,Jim Molinaro,J.Molinaro,,,,1,0,2,0
2006,WAS,BettLa00,Ladell Betts,L.Betts,O,RB,RB,16,9,4,12
2006,WAS,MontAn20,Anthony Montgomery,A.Montgomery,D,DL,LDT,5,1,0,1
2006,WAS,BoscRy20,Ryan Boschetti,R.Boschetti,,,,2,0,2,0
2006,WAS,MossSa00,Santana Moss,S.Moss,O,WR,WR,14,14,5,8
2006,WAS,BrouNe00,Nehemiah Broughton,N.Broughton,,,,2,0,1,0
2006,WAS,novaknic01,Nick Novak,N.Novak,S,K,K,6,0,1,-1
2006,WAS,BrunMa00,Mark Brunell,M.Brunell,O,QB,QB,10,9,12,6
2006,WAS,PattDa00,David Patten,D.Patten,,,,5,0,9,0
2006,WAS,BurnCu20,Curry Burns,C.Burns,,,,2,0,3,0
2006,WAS,PortCl00,Clinton Portis,C.Portis,O,RB,RB,8,7,4,5
2006,WAS,CampJa00,Jason Campbell,J.Campbell,O,QB,QB,7,7,0,5
2006,WAS,PoseJe20,Jeff Posey,J.Posey,,,,16,0,8,1
2006,WAS,CampKh20,Khary Campbell,K.Campbell,D,LB,MLB,14,1,4,1
2006,WAS,PrioPi20,Pierson Prioleau,P.Prioleau,,,,1,0,7,0
2006,WAS,CartAn20,Andre Carter,A.Carter,D,DL,DE,16,16,5,7
2006,WAS,PuciMi20,Mike Pucillo,M.Pucillo,,,,12,0,3,0
2006,WAS,CartRo01,Rock Cartwright,R.Cartwright,,,,16,0,4,1
2006,WAS,RabaCa20,Casey Rabach,C.Rabach,O,OL,C,16,16,4,8
2006,WAS,CollTo00,Todd Collins,T.Collins,,,,1,0,11,0
2006,WAS,RandAn00,Antwaan Randle El,A.El,O,WR,WR,16,16,4,5
2006,WAS,CoolCh00,Chris Cooley,C.Cooley,O,TE,TE,16,16,2,7
2006,WAS,RogeCa20,Carlos Rogers,C.Rogers,D,DB,RCB,15,15,1,5
2006,WAS,DaniPh20,Phillip Daniels,P.Daniels,D,DL,DE,16,15,10,6
2006,WAS,RumpMi20,Mike Rumph,M.Rumph,,,,7,0,4,0
2006,WAS,DockDe20,Derrick Dockery,D.Dockery,O,OL,LG,16,16,3,8
2006,WAS,SalaJo20,Joe Salave'a,J.Salave'a,D,DL,RDT,13,4,8,2
2006,WAS,DougRe20,Reed Doughty,R.Doughty,,,,10,0,0,1
2006,WAS,SamuCh00,Chris Samuels,C.Samuels,O,OL,LT,16,16,6,11
2007,ARI,DansKa20,Karlos Dansby,K.Dansby,D,LB,LB,14,14,3,7
2007,ARI,ShipMa00,Marcel Shipp,M.Shipp,,,,16,0,6,0
2007,ARI,DockDa20,Darnell Dockett,D.Dockett,D,DL,DT,16,16,3,10
2007,ARI,SmitAn22,Antonio Smith,A.Smith,D,DL,DE,16,13,3,7
2007,ARI,SmitTe00,Terrelle Smith,T.Smith,O,RB,FB,16,10,7,1
2007,ARI,EuhuTi00,Tim Euhus,T.Euhus,,,,10,0,3,0
2007,ARI,TafoJo20,Joe Tafoya,J.Tafoya,D,DL,DE,13,7,6,3
2007,ARI,FitzLa00,Larry Fitzgerald,L.Fitzgerald,O,WR,WR,15,15,3,12
2007,ARI,UrbaJe00,Jerheme Urban,J.Urban,O,WR,WR,10,2,3,3
2007,ARI,FranAa20,Aaron Francisco,A.Francisco,D,DB,SS,10,3,2,1
2007,ARI,VincKe20,Keydrick Vincent,K.Vincent,O,OL,RG,8,1,6,1
2007,ARI,GandMi20,Mike Gandy,M.Gandy,O,OL,LT,16,16,5,8
2007,ARI,WareMa20,Matt Ware,M.Ware,,,,15,0,3,1
2007,ARI,GreeEr20,Eric Green,E.Green,D,DB,RCB,11,11,2,3
2007,ARI,WarnKu00,Kurt Warner,K.Warner,O,QB,QB,14,11,9,10
2007,ARI,HassTi00,Tim Hasselbeck,T.Hasselbeck,,,,1,0,5,0
2007,ARI,WatsGa20,Gabe Watson,G.Watson,D,DL,NT,16,16,1,6
2007,ARI,HayeGe20,Gerald Hayes,G.Hayes,D,LB,MLB,16,16,4,8
2007,ARI,WellRe20,Reggie Wells,R.Wells,O,OL,LG,16,16,4,8
2007,ARI,HodeNa20,Nathan Hodel,N.Hodel,,,,16,0,5,1
2007,ARI,WilsAd99,Adrian Wilson,A.Wilson,D,DB,SS,9,9,6,3
2007,ARI,HoltTe20,Terrence Holt,T.Holt,D,DB,FS,16,16,4,5
2007,ARI,HoodRo20,Roderick Hood,R.Hood,D,DB,LCB,16,16,4,6
2007,ARI,JameEd00,Edgerrin James,E.James,O,RB,RB,16,16,8,9
2007,ARI,JohnAl22,Al Johnson,A.Johnson,O,OL,C,14,14,3,7
2007,ARI,AdamMi98,Michael Adams,M.Adams,,,,7,0,0,0
2007,ARI,JohnBr20,Brandon Johnson,B.Johnson,,,,6,0,1,0
2007,ARI,ArriJ.00,J.J. Arrington,J.Arrington,,,,16,0,2,2
2007,ARI,JohnBr02,Bryant Johnson,B.Johnson,O,WR,WR,16,8,4,4
2007,ARI,BadgBr20,Brad Badger,B.Badger,,,,1,0,10,0
2007,ARI,JuexBh20,Bhawoh Jue,B.Jue,,,,1,0,6,0
2007,ARI,BailRo21,Rodney Bailey,R.Bailey,,,,16,0,6,1
2007,ARI,KoloRo20,Ross Kolodziej,R.Kolodziej,,,,3,0,6,0
2007,ARI,BarrMi21,Mike Barr,M.Barr,S,P,P,11,0,0,1
2007,ARI,LeinMa00,Matt Leinart,M.Leinart,O,QB,QB,5,5,1,2
2007,ARI,BeisMo20,Monty Beisel,M.Beisel,D,LB,LB,16,2,6,2
2007,ARI,LutuDe20,Deuce Lutui,D.Lutui,O,OL,RG,15,15,1,8
2007,ARI,BergMi20,Mitch Berger,M.Berger,,,,5,0,13,0
2007,ARI,MoreSe00,Sean Morey,S.Morey,,,,15,0,8,1
2007,ARI,BerrBe99,Bertrand Berry,B.Berry,D,DL,DE,9,9,10,4
2007,ARI,OkobCh20,Chukky Okobi,C.Okobi,,,,1,0,6,0
2007,ARI,BienTr00,Troy Bienemann,T.Bienemann,O,TE,TE,16,4,0,0
2007,ARI,BlacDa20,Darryl Blackstock,D.Blackstock,,,,16,0,2,2
2007,ARI,PaceCa20,Calvin Pace,C.Pace,D,LB,LB,16,16,4,13
2007,ARI,BoldAn00,Anquan Boldin,A.Boldin,O,WR,WR,12,11,4,7
2007,ARI,PatrBe00,Ben Patrick,B.Patrick,O,TE,TE,8,3,0,1
2007,ARI,BranAl99,Alan Branch,A.Branch,,,,11,0,0,1
2007,ARI,PopeLe00,Leonard Pope,L.Pope,O,TE,TE,13,11,1,2
2007,ARI,BreaSt00,Steve Breaston,S.Breaston,,,,16,0,0,2
2007,ARI,rackenei01,Neil Rackers,N.Rackers,S,K,K,16,0,7,2
2007,ARI,BrowEl20,Elton Brown,E.Brown,O,OL,RT,9,5,2,3
2007,ARI,RattTi00,Tim Rattay,T.Rattay,,,,4,0,7,0
2007,ARI,BrowLe20,Levi Brown,L.Brown,O,OL,RT,13,11,0,6
2007,ARI,RectJa00,Jamaica Rector,J.Rector,,,,2,0,1,0
2007,ARI,BrowRa20,Ralph Brown,R.Brown,,,,16,0,7,1
2007,ARI,RollAn20,Antrel Rolle,A.Rolle,D,DB,RCB,16,8,2,4
2007,ARI,CeleOl20,Oliver Celestin,O.Celestin,D,DB,SS,15,4,3,2
2007,ARI,SchoBo20,Bo Schobel,B.Schobel,,,,2,0,3,0
2007,ARI,CoopCh20,Chris Cooper,C.Cooper,,,,12,0,6,1
2007,ARI,SendLy20,Lyle Sendlein,L.Sendlein,O,OL,C,14,2,0,2
2007,ATL,GrimBr20,Brent Grimes,B.Grimes,,,,2,0,0,0
2007,ATL,SnelJa00,Jason Snelling,J.Snelling,,,,7,0,0,0
2007,ATL,HallDe99,DeAngelo Hall,D.Hall,D,DB,LCB,16,15,3,7
2007,ATL,StanMo20,Montavious Stanley,M.Stanley,D,DL,NT,14,6,1,4
2007,ATL,HarrJo00,Joey Harrington,J.Harrington,O,QB,QB,12,10,5,6
2007,ATL,StonDa99,Daren Stone,D.Stone,,,,12,0,0,1
2007,ATL,HarrAn98,Antoine Harris,A.Harris,,,,13,0,0,1
2007,ATL,StutBo00,Boone Stutz,B.Stutz,,,,4,0,1,0
2007,ATL,HornJo00,Joe Horn,J.Horn,O,WR,WR,12,12,11,2
2007,ATL,TaylTo99,Tony Taylor,T.Taylor,,,,16,0,0,1
2007,ATL,HousCh99,Chris Houston,C.Houston,D,DB,RCB,16,11,0,5
2007,ATL,WeemEr00,Eric Weems,E.Weems,,,,1,0,0,0
2007,ATL,HuntKe21,Kevin Huntley,K.Huntley,,,,5,0,1,0
2007,ATL,WeinTo20,Todd Weiner,T.Weiner,O,OL,RT,8,7,9,3
2007,ATL,IronDa99,David Irons,D.Irons,,,,15,0,0,1
2007,ATL,WhitRo00,Roddy White,R.White,O,WR,WR,16,15,2,9
2007,ATL,JackGr20,Grady Jackson,G.Jackson,D,DL,NT,7,7,10,3
2007,ATL,WilkBe20,Ben Wilkerson,B.Wilkerson,,,,16,0,1,1
2007,ATL,JenkMi00,Michael Jenkins,M.Jenkins,O,WR,WR,15,6,3,4
2007,ATL,WilkMa20,Marcus Wilkins,M.Wilkins,,,,15,0,5,1
2007,ATL,JennAd00,Adam Jennings,A.Jennings,O,WR,WR,16,2,1,0
2007,ATL,WillDe22,Demorrio Williams,D.Williams,D,LB,LB,16,16,3,7
2007,ATL,AbraJo00,John Abraham,J.Abraham,D,DL,DE,16,16,7,7
2007,ATL,JoneDe20,Derrick Jones,D.Jones,,,,1,0,0,0
2007,ATL,WillJi23,Jimmy Williams,J.Williams,D,DB,FS,14,2,1,2
2007,ATL,andermor01,Morten Andersen,M.Andersen,S,K,K,14,0,25,3
2007,ATL,koenemic01,Michael Koenen,M.Koenen,S,P,P,16,0,2,2
2007,ATL,WillTr98,Travis Williams,T.Williams,,,,6,0,0,1
2007,ATL,AndeCo00,Courtney Anderson,C.Anderson,,,,2,0,3,0
2007,ATL,LeftBy00,Byron Leftwich,B.Leftwich,O,QB,QB,3,2,4,1
2007,ATL,AndeJa98,Jamaal Anderson,J.Anderson,D,DL,DE,16,16,0,6
2007,ATL,LewiTr99,Trey Lewis,T.Lewis,D,DL,NT,9,5,0,3
2007,ATL,AndeTi20,Tim Anderson,T.Anderson,,,,5,0,3,0
2007,ATL,MaheJe20,Jesse Mahelona,J.Mahelona,,,,1,0,1,0
2007,ATL,BabiJo20,Jonathan Babineaux,J.Babineaux,D,DL,DT,14,9,2,5
2007,ATL,MallJo20,Josh Mallard,J.Mallard,,,,3,0,5,0
2007,ATL,BatiDA20,D'Anthony Batiste,D.Batiste,O,OL,LG,4,4,0,2
2007,ATL,McClTo20,Todd McClure,T.McClure,O,OL,C,16,16,7,6
2007,ATL,BlakDw00,Dwayne Blakley,D.Blakley,O,TE,TE,12,3,3,0
2007,ATL,McInCo00,Corey McIntyre,C.McIntyre,,,,14,0,2,0
2007,ATL,BlalJu20,Justin Blalock,J.Blalock,O,OL,LG,14,14,0,6
2007,ATL,MillLa00,Lawyer Milloy,L.Milloy,D,DB,SS,16,16,11,6
2007,ATL,BoleMi20,Michael Boley,M.Boley,D,LB,LB,16,16,2,8
2007,ATL,MilnMa00,Martrez Milner,M.Milner,O,TE,TE,8,2,0,0
2007,ATL,BrooKe00,Keith Brooking,K.Brooking,D,LB,MLB,16,16,9,7
2007,ATL,MughOv00,Ovie Mughelli,O.Mughelli,O,RB,FB,16,7,4,0
2007,ATL,ClabTy20,Tyson Clabo,T.Clabo,O,OL,RT,11,11,1,4
2007,ATL,NichSt99,Stephen Nicholas,S.Nicholas,,,,13,0,0,1
2007,ATL,ColeRo99,Roderick Coleman,R.Coleman,D,DL,DT,5,5,8,2
2007,ATL,NorwJe00,Jerious Norwood,J.Norwood,O,RB,RB,15,2,1,5
2007,ATL,CrocCh20,Chris Crocker,C.Crocker,D,DB,FS,14,14,4,6
2007,ATL,OjinQu20,Quinn Ojinnaka,Q.Ojinnaka,O,OL,LT,11,7,1,4
2007,ATL,CrumAl00,Alge Crumpler,A.Crumpler,O,TE,TE,14,10,6,3
2007,ATL,PennTe20,Terrance Pennington,T.Pennington,,,,5,0,1,0
2007,ATL,DahlHa20,Harvey Dahl,H.Dahl,,,,1,0,1,0
2007,ATL,PinnAr00,Artose Pinner,A.Pinner,,,,7,0,4,0
2007,ATL,DaviCh22,Chauncey Davis,C.Davis,,,,16,0,2,2
2007,ATL,PratMa20,Matt Prater,M.Prater,,,,2,0,0,-1
2007,ATL,DunnWa00,Warrick Dunn,W.Dunn,O,RB,RB,16,15,10,4
2007,ATL,RedmCh00,Chris Redman,C.Redman,O,QB,QB,7,4,7,3
2007,ATL,FornKy20,Kynan Forney,K.Forney,O,OL,RG,14,14,6,6
2007,ATL,RobiLa01,Laurent Robinson,L.Robinson,O,WR,WR,15,6,0,3
2007,ATL,FostRe20,Renardo Foster,R.Foster,O,OL,LT,7,2,0,1
2007,ATL,SandLe20,Lewis Sanders,L.Sanders,D,DB,RCB,14,6,7,3
2007,ATL,GandWa20,Wayne Gandy,W.Gandy,O,OL,LT,5,5,13,2
2007,ATL,SchnMi20,Mike Schneck,M.Schneck,,,,12,0,8,1
2007,BAL,GrubBe20,Ben Grubbs,B.Grubbs,O,OL,RG,16,12,0,4
2007,BAL,SmitTr02,Troy Smith,T.Smith,O,QB,QB,4,2,0,1
2007,BAL,HaleDe20,Dennis Haley,D.Haley,,,,2,0,2,0
2007,BAL,StilGa00,Gary Stills,G.Stills,,,,16,0,8,1
2007,BAL,HeapTo00,Todd Heap,T.Heap,O,TE,TE,6,6,6,2
2007,BAL,stovemat01,Matt Stover,M.Stover,S,K,K,16,0,16,3
2007,BAL,IvyxCo20,Corey Ivy,C.Ivy,D,DB,RCB,16,13,6,5
2007,BAL,SuggTe99,Terrell Suggs,T.Suggs,D,LB,ROLB,16,16,4,7
2007,BAL,JohnJa23,Jarret Johnson,J.Johnson,D,LB,LOLB,16,16,4,6
2007,BAL,SypnQu00,Quinn Sypniewski,Q.Sypniewski,O,TE,TE,15,9,1,2
2007,BAL,JoneEd22,Edgar Jones,E.Jones,,,,4,0,0,0
2007,BAL,TerrAd20,Adam Terry,A.Terry,O,OL,RT,13,9,2,4
2007,BAL,KatuMa20,Matt Katula,M.Katula,,,,16,0,2,1
2007,BAL,VickLe00,Lee Vickers,L.Vickers,O,TE,TE,9,2,0,0
2007,BAL,KochSa20,Sam Koch,S.Koch,S,P,P,16,0,1,2
2007,BAL,WilcDa01,Daniel Wilcox,D.Wilcox,O,TE,TE,5,2,6,0
2007,BAL,KracMi20,Michael Kracalik,M.Kracalik,,,,2,0,1,0
2007,BAL,WillDe03,Demetrius Williams,D.Williams,O,WR,WR,9,4,1,2
2007,BAL,LandDa21,Dawan Landry,D.Landry,D,DB,SS,16,16,1,5
2007,BAL,WillMa00,Matt Willis,M.Willis,,,,5,0,0,0
2007,BAL,LewiRa00,Ray Lewis,R.Lewis,D,LB,LILB,14,14,11,9
2007,BAL,WinbJa21,Jamaine Winborne,J.Winborne,,,,16,0,1,1
2007,BAL,LloyRh44,Rhys Lloyd,R.Lloyd,,,,2,0,0,0
2007,BAL,YandMa20,Marshal Yanda,M.Yanda,O,OL,RT,16,12,0,4
2007,BAL,MartDe22,Derrick Martin,D.Martin,D,DB,RCB,16,3,1,2
2007,BAL,AndeMi00,Mike Anderson,M.Anderson,,,,8,0,7,1
2007,BAL,MasoDe00,Derrick Mason,D.Mason,O,WR,WR,16,16,10,8
2007,BAL,BannJu20,Justin Bannan,J.Bannan,D,DL,LDT,15,1,5,2
2007,BAL,McAlCh00,Chris McAlister,C.McAlister,D,DB,LCB,8,8,8,3
2007,BAL,BarnAn99,Antwan Barnes,A.Barnes,,,,14,0,0,1
2007,BAL,McClLe00,Le'Ron McClain,L.McClain,O,RB,FB,16,11,0,0
2007,BAL,BollKy00,Kyle Boller,K.Boller,O,QB,QB,12,8,4,4
2007,BAL,McCuRo20,Robert McCune,R.McCune,,,,2,0,2,0
2007,BAL,BrowJa23,Jason Brown,J.Brown,O,OL,LG,16,16,2,6
2007,BAL,McGaWi00,Willis McGahee,W.McGahee,O,RB,RB,15,15,3,8
2007,BAL,BurgPr99,Prescott Burgess,P.Burgess,,,,8,0,0,1
2007,BAL,McNaSt00,Steve McNair,S.McNair,O,QB,QB,6,6,12,1
2007,BAL,ChesCh21,Chris Chester,C.Chester,O,OL,RG,16,5,1,2
2007,BAL,NgatHa20,Haloti Ngata,H.Ngata,D,DL,RDT,16,16,1,7
2007,BAL,ClayMa01,Mark Clayton,M.Clayton,O,WR,WR,16,12,2,4
2007,BAL,NordJa00,Jake Nordin,J.Nordin,,,,1,0,0,0
2007,BAL,DaniP.00,P.J. Daniels,P.Daniels,,,,1,0,0,0
2007,BAL,OgdeJo00,Jonathan Ogden,J.Ogden,O,OL,LT,11,10,11,6
2007,BAL,DarlDe00,Devard Darling,D.Darling,O,WR,WR,16,1,3,2
2007,BAL,PittDa99,David Pittman,D.Pittman,D,DB,LCB,7,1,0,1
2007,BAL,EdwaDw20,Dwan Edwards,D.Edwards,D,DL,LDT,16,13,3,6
2007,BAL,PrudRo20,Ronnie Prude,R.Prude,,,,15,0,1,1
2007,BAL,FiguYa00,Yamon Figurs,Y.Figurs,,,,14,0,0,2
2007,BAL,PrycTr00,Trevor Pryce,T.Pryce,D,DL,LDT,5,2,10,1
2007,BAL,FlynMi20,Mike Flynn,M.Flynn,O,OL,C,15,15,9,5
2007,BAL,ReedEd00,Ed Reed,E.Reed,D,DB,FS,16,16,5,13
2007,BAL,GaitJa20,Jared Gaither,J.Gaither,O,OL,RT,6,2,0,1
2007,BAL,RollSa00,Samari Rolle,S.Rolle,D,DB,RCB,6,5,9,2
2007,BAL,GastWi99,Willie Gaston,W.Gaston,D,DB,RCB,4,2,0,1
2007,BAL,RossCo00,Cory Ross,C.Ross,,,,6,0,1,0
2007,BAL,GordAm20,Amon Gordon,A.Gordon,,,,1,0,3,0
2007,BAL,SamsB.00,B.J. Sams,B.Sams,,,,1,0,3,0
2007,BAL,GreeJu00,Justin Green,J.Green,,,,15,0,2,0
2007,BAL,SappGe20,Gerome Sapp,G.Sapp,,,,9,0,4,1
2007,BAL,GregKe20,Kelly Gregg,K.Gregg,D,DL,NT,16,16,8,8
2007,BAL,ScotBa20,Bart Scott,B.Scott,D,LB,RILB,16,16,5,7
2007,BAL,GreiNi20,Nick Greisen,N.Greisen,D,LB,MLB,14,2,5,2
2007,BAL,SmitMu00,Musa Smith,M.Smith,O,RB,RB,16,1,4,3
2007,BUF,GreeJa22,Jabari Greer,J.Greer,D,DB,LCB,16,13,3,5
2007,BUF,SimpKo20,Ko Simpson,K.Simpson,D,DB,FS,1,1,1,0
2007,BUF,HaggMa20,Mario Haggan,M.Haggan,,,,16,0,4,1
2007,BUF,StamJo20,Josh Stamer,J.Stamer,,,,16,0,4,1
2007,BUF,HargAn20,Anthony Hargrove,A.Hargrove,,,,12,0,3,1
2007,BUF,ThomAn01,Anthony Thomas,A.Thomas,O,RB,RB,10,2,6,1
2007,BUF,HarrKe99,Kevin Harrison,K.Harrison,,,,1,0,0,0
2007,BUF,ThomKi20,Kiwaukee Thomas,K.Thomas,D,DB,DB,9,3,7,2
2007,BUF,JackFr02,Fred Jackson,F.Jackson,O,RB,RB,8,1,0,3
2007,BUF,TripLa20,Larry Tripplett,L.Tripplett,D,DL,LDT,16,16,5,7
2007,BUF,JeffJa21,Jason Jefferson,J.Jefferson,,,,11,0,2,1
2007,BUF,WalkLa20,Langston Walker,L.Walker,O,OL,RT,16,16,5,6
2007,BUF,JenkJu00,Justin Jenkins,J.Jenkins,,,,11,0,0,0
2007,BUF,WebsJa20,Jason Webster,J.Webster,D,DB,LCB,1,1,7,0
2007,BUF,JoexLe20,Leon Joe,L.Joe,,,,8,0,3,1
2007,BUF,WendJo99,John Wendling,J.Wendling,,,,14,0,0,1
2007,BUF,KelsCh21,Chris Kelsay,C.Kelsay,D,DL,DE,14,14,4,7
2007,BUF,WhitDo20,Donte Whitner,D.Whitner,D,DB,SS,15,15,1,5
2007,BUF,LeonJi23,Jim Leonhard,J.Leonhard,D,DB,FS,13,6,2,3
2007,BUF,WhitJa22,Jason Whittle,J.Whittle,,,,3,0,9,0
2007,BUF,linderia01,Rian Lindell,R.Lindell,S,K,K,16,0,7,4
