season,team,playerid,full_name,name,side,category,position,games,starts,years,av
2011,CLE,VallSt00,Steve Vallos,S.Vallos,,,,1,0,3,0
2011,CLE,MackAl20,Alex Mack,A.Mack,O,OL,C,16,16,2,6
2011,CLE,VentRa20,Raymond Ventrone,R.Ventrone,,,,14,0,4,1
2011,CLE,MaiaKa99,Kaluka Maiava,K.Maiava,D,LB,LB,16,6,2,4
2011,CLE,WallSe00,Seneca Wallace,S.Wallace,O,QB,QB,6,3,6,2
2011,CLE,MareOw00,Owen Marecic,O.Marecic,O,RB,FB,14,4,0,0
2011,CLE,WardT.99,T.J. Ward,T.Ward,D,DB,SS,8,8,1,4
2011,CLE,MassMo00,Mohamed Massaquoi,M.Massaquoi,O,WR,WR,14,13,2,2
2011,CLE,WatsBe00,Ben Watson,B.Watson,O,TE,TE,13,11,7,3
2011,CLE,MaynBr20,Brad Maynard,B.Maynard,S,P,P,15,0,14,0
2011,CLE,WillEd00,Eddie Williams,E.Williams,,,,3,0,2,0
2011,CLE,McCoCo00,Colt McCoy,C.McCoy,O,QB,QB,13,13,1,5
2011,CLE,YounUs99,Usama Young,U.Young,D,DB,SS,16,8,4,4
2011,CLE,McGeRi01,Richmond McGee,R.McGee,,,,1,0,0,0
2011,CLE,YounCh02,Christian Yount,C.Yount,,,,5,0,0,0
2011,CLE,MitcCa00,Carlton Mitchell,C.Mitchell,,,,11,0,1,0
2011,CLE,AdamMi21,Mike Adams,M.Adams,D,DB,FS,16,16,7,8
2011,CLE,MitcJa20,Jayme Mitchell,J.Mitchell,D,DL,DE,14,13,5,7
2011,CLE,BenaMa00,Marcus Benard,M.Benard,,,,4,0,2,0
2011,CLE,MoorEv00,Evan Moore,E.Moore,O,TE,TE,16,4,2,2
2011,CLE,BrowSh20,Sheldon Brown,S.Brown,D,DB,RCB,16,16,9,8
2011,CLE,NorwJo00,Jordan Norwood,J.Norwood,O,WR,WR,14,4,0,2
2011,CLE,BrowTi20,Titus Brown,T.Brown,,,,10,0,3,1
2011,CLE,OgboCh00,Chris Ogbonnaya,C.Ogbonnaya,O,RB,RB,11,4,2,3
2011,CLE,CameJo00,Jordan Cameron,J.Cameron,O,TE,TE,8,2,0,0
2011,CLE,PashTo20,Tony Pashos,T.Pashos,O,OL,RT,12,12,7,4
2011,CLE,ClayTh00,Thomas Clayton,T.Clayton,,,,3,0,1,0
2011,CLE,PattDi20,Dimitri Patterson,D.Patterson,D,DB,LCB,14,1,6,1
2011,CLE,CousOn00,Oniel Cousins,O.Cousins,O,OL,RT,4,1,3,1
2011,CLE,PaxsSc20,Scott Paxson,S.Paxson,,,,16,0,3,0
2011,CLE,CribJo01,Josh Cribbs,J.Cribbs,O,WR,WR,16,7,6,4
2011,CLE,PinkJa00,Jason Pinkston,J.Pinkston,O,OL,LG,16,16,0,6
2011,CLE,dawsophi01,Phil Dawson,P.Dawson,S,K,K,16,0,12,4
2011,CLE,PontRy20,Ryan Pontbriand,R.Pontbriand,,,,11,0,8,0
2011,CLE,DockJa00,James Dockery,J.Dockery,,,,12,0,0,1
2011,CLE,RobiBr00,Brian Robiskie,B.Robiskie,O,WR,WR,6,2,2,0
2011,CLE,EnglAu00,Auston English,A.English,,,,7,0,0,0
2011,CLE,RubiAh99,Ahtyba Rubin,A.Rubin,D,DL,DT,16,16,3,10
2011,CLE,FujiSc20,Scott Fujita,S.Fujita,D,LB,LB,10,10,9,5
2011,CLE,SanfBr00,Brian Sanford,B.Sanford,,,,5,0,0,0
2011,CLE,GocoCh99,Chris Gocong,C.Gocong,D,LB,LB,16,16,4,9
2011,CLE,SchaBr00,Brian Schaefering,B.Schaefering,,,,16,0,2,0
2011,CLE,GrecJo20,John Greco,J.Greco,,,,15,0,3,0
2011,CLE,SheaJa00,Jabaal Sheard,J.Sheard,D,DL,DE,16,16,0,10
2011,CLE,GronDa00,Dan Gronkowski,D.Gronkowski,,,,2,0,2,0
2011,CLE,SkriBu00,Buster Skrine,B.Skrine,,,,16,0,0,1
2011,CLE,HadeJo99,Joe Haden,J.Haden,D,DB,LCB,15,15,1,7
2011,CLE,SmitAl02,Alex Smith,A.Smith,O,TE,TE,14,4,6,1
2011,CLE,HaggEr00,Eric Hagg,E.Hagg,,,,10,0,0,1
2011,CLE,SmitAr00,Armond Smith,A.Smith,,,,3,0,0,0
2011,CLE,HardMo00,Montario Hardesty,M.Hardesty,O,RB,RB,10,4,0,2
2011,CLE,SmitBr02,Brian Smith,B.Smith,,,,2,0,0,0
2011,CLE,HickAr20,Artis Hicks,A.Hicks,O,OL,RT,9,3,8,1
2011,CLE,SpeaQu00,Quinton Spears,Q.Spears,,,,13,0,0,1
2011,CLE,HillPe00,Peyton Hillis,P.Hillis,O,RB,RB,10,9,3,4
2011,CLE,StepEm00,Emmanuel Stephens,E.Stephens,D,DL,DE,11,3,0,2
2011,CLE,JackDQ20,D'Qwell Jackson,D.Jackson,D,LB,MLB,16,16,5,11
2011,CLE,TaylPh00,Phil Taylor,P.Taylor,D,DL,DT,16,16,0,9
2011,CLE,JacoBe00,Ben Jacobs,B.Jacobs,,,,5,0,0,0
2011,CLE,ThomJo28,Joe Thomas,J.Thomas,O,OL,LT,16,16,4,11
2011,DAL,SilvMa00,Mana Silva,M.Silva,,,,2,0,0,0
2011,DAL,HarrDw00,Dwayne Harris,D.Harris,,,,7,0,0,0
2011,DAL,SmitTy00,Tyron Smith,T.Smith,O,OL,RT,16,16,0,9
2011,DAL,HatcJa20,Jason Hatcher,J.Hatcher,D,DL,DE,13,10,5,5
2011,DAL,SpeaMa21,Marcus Spears,M.Spears,D,DL,DE,16,5,6,3
2011,DAL,HollMo20,Montrae Holland,M.Holland,O,OL,LG,10,10,8,6
2011,DAL,SpenAn99,Anthony Spencer,A.Spencer,D,LB,LB,16,15,4,7
2011,DAL,HollJe00,Jesse Holley,J.Holley,,,,16,0,1,1
2011,DAL,TannPh00,Phillip Tanner,P.Tanner,,,,9,0,0,1
2011,DAL,JameBr20,Bradie James,B.James,D,LB,MLB,16,13,8,6
2011,DAL,WalkFr20,Frank Walker,F.Walker,,,,14,0,8,1
2011,DAL,JenkMi99,Mike Jenkins,M.Jenkins,D,DB,RCB,12,12,3,4
2011,DAL,WareDe99,DeMarcus Ware,D.Ware,D,LB,LB,16,16,6,15
2011,DAL,JoneCh02,Chris Jones,C.Jones,,,,2,0,0,0
2011,DAL,WashCh00,Chauncey Washington,C.Washington,,,,2,0,3,0
2011,DAL,JoneFe00,Felix Jones,F.Jones,O,RB,RB,12,8,3,6
2011,DAL,WittJa00,Jason Witten,J.Witten,O,TE,TE,16,16,8,8
2011,DAL,KitnJo00,Jon Kitna,J.Kitna,,,,3,0,14,0
2011,DAL,AlbrAl00,Alex Albright,A.Albright,,,,16,0,0,1
2011,DAL,KosiKy20,Kyle Kosier,K.Kosier,O,OL,RG,16,16,9,9
2011,DAL,AustMi00,Miles Austin,M.Austin,O,WR,WR,10,10,5,5
2011,DAL,KowaKe00,Kevin Kowalski,K.Kowalski,,,,11,0,0,1
2011,DAL,BailDa00,Dan Bailey,D.Bailey,S,K,K,16,0,0,4
2011,DAL,LadoL.20,L.P. Ladouceur,L.Ladouceur,,,,16,0,6,1
2011,DAL,BallAl99,Alan Ball,A.Ball,D,DB,CB,16,2,4,2
2011,DAL,LeexSe99,Sean Lee,S.Lee,D,LB,LB,15,15,1,8
2011,DAL,BennMa00,Martellus Bennett,M.Bennett,O,TE,TE,14,7,3,1
2011,DAL,LissSe99,Sean Lissemore,S.Lissemore,,,,16,0,1,2
2011,DAL,BrenJo00,Josh Brent,J.Brent,,,,11,0,1,1
2011,DAL,McBrMa20,Mat McBriar,M.McBriar,S,P,P,14,0,7,1
2011,DAL,BrooKe00,Keith Brooking,K.Brooking,D,LB,LB,16,3,13,3
2011,DAL,McCaBr01,Bryan McCann,B.McCann,,,,2,0,1,0
2011,DAL,BryaDe01,Dez Bryant,D.Bryant,O,WR,WR,15,13,1,8
2011,DAL,McCrDa00,Danny McCray,D.McCray,,,,14,0,1,1
2011,DAL,BuehDa44,David Buehler,D.Buehler,,,,4,0,2,0
2011,DAL,McGeSt00,Stephen McGee,S.McGee,,,,1,0,2,1
2011,DAL,ButlVi99,Victor Butler,V.Butler,,,,16,0,2,1
2011,DAL,MorrSa00,Sammy Morris,S.Morris,,,,3,0,11,1
2011,DAL,CartBr20,Brandon Carter,B.Carter,,,,10,0,1,1
2011,DAL,MurrDe00,DeMarco Murray,D.Murray,O,RB,RB,13,7,0,7
2011,DAL,CartBr00,Bruce Carter,B.Carter,,,,10,0,0,1
2011,DAL,NagyBi00,Bill Nagy,B.Nagy,O,OL,LG,4,4,0,2
2011,DAL,ChapSh00,Shaun Chapas,S.Chapas,,,,3,0,0,0
2011,DAL,NewmTe20,Terence Newman,T.Newman,D,DB,LCB,14,14,8,6
2011,DAL,ChoiTa00,Tashard Choice,T.Choice,O,RB,RB,6,1,3,1
2011,DAL,OgleKe00,Kevin Ogletree,K.Ogletree,O,WR,WR,14,1,2,1
2011,DAL,ChurBa99,Barry Church,B.Church,D,LB,MLB,13,1,1,1
2011,DAL,OwusAk99,Akwasi Owusu-Ansah,A.Owusu-Ansah,,,,3,0,1,0
2011,DAL,ColeKe20,Kenyon Coleman,K.Coleman,D,DL,DE,16,15,9,6
2011,DAL,ParnJe00,Jermey Parnell,J.Parnell,,,,6,0,0,1
2011,DAL,CostPh00,Phil Costa,P.Costa,O,OL,C,16,16,1,9
2011,DAL,PhilJo00,John Phillips,J.Phillips,O,TE,TE,16,7,2,1
2011,DAL,DockDe20,Derrick Dockery,D.Dockery,O,OL,LG,9,2,8,2
2011,DAL,RatlJa20,Jay Ratliff,J.Ratliff,D,DL,NT,16,16,6,10
2011,DAL,ElamAb20,Abram Elam,A.Elam,D,DB,SS,16,16,5,6
2011,DAL,RobiLa01,Laurent Robinson,L.Robinson,O,WR,WR,14,4,4,7
2011,DAL,FiamTo00,Tony Fiammetta,T.Fiammetta,O,RB,FB,10,6,2,0
2011,DAL,RomoTo00,Tony Romo,T.Romo,O,QB,QB,16,16,7,13
2011,DAL,FreeDo20,Doug Free,D.Free,O,OL,LT,16,16,4,9
2011,DAL,RuckMa00,Martin Rucker,M.Rucker,,,,1,0,3,0
2011,DAL,ScanOr99,Orlando Scandrick,O.Scandrick,D,DB,RCB,13,7,3,3
2011,DAL,GeatCl99,Clifton Geathers,C.Geathers,,,,5,0,1,0
2011,DAL,SensGe20,Gerald Sensabaugh,G.Sensabaugh,D,DB,FS,16,16,6,6
2011,DEN,HarvDe99,Derrick Harvey,D.Harvey,,,,5,0,3,1
2011,DEN,WillD.20,D.J. Williams,D.Williams,D,LB,LB,13,13,7,7
2011,DEN,HillTo21,Tony Hills,T.Hills,,,,1,0,3,0
2011,DEN,WillMa00,Matt Willis,M.Willis,,,,16,0,4,2
2011,DEN,HochRu20,Russ Hochstein,R.Hochstein,,,,15,0,9,1
2011,DEN,WoodWe20,Wesley Woodyard,W.Woodyard,D,LB,LB,15,7,3,4
2011,DEN,HuntJa24,Jason Hunter,J.Hunter,D,DL,DE,16,2,5,3
2011,DEN,IrviNa00,Nate Irving,N.Irving,,,,16,0,0,1
2011,DEN,JohnJe01,Jeremiah Johnson,J.Johnson,,,,8,0,2,1
2011,DEN,KupeCh20,Chris Kuper,C.Kuper,O,OL,RG,16,16,5,6
2011,DEN,LarsSp99,Spencer Larsen,S.Larsen,O,RB,FB,16,6,3,1
2011,DEN,LloyBr00,Brandon Lloyd,B.Lloyd,O,WR,WR,4,4,8,2
2011,DEN,AyerRo99,Robert Ayers,R.Ayers,D,DL,DE,16,13,2,6
2011,DEN,MaysJo99,Joe Mays,J.Mays,D,LB,MLB,16,12,3,6
2011,DEN,BailCh00,Champ Bailey,C.Bailey,D,DB,LCB,13,13,12,8
2011,DEN,McBeRy99,Ryan McBean,R.McBean,D,DL,DE,16,3,4,3
2011,DEN,BallLa00,Lance Ball,L.Ball,,,,16,0,3,3
2011,DEN,McCaKy00,Kyle McCarthy,K.McCarthy,,,,4,0,1,0
2011,DEN,BeadZa20,Zane Beadles,Z.Beadles,O,OL,LG,16,16,1,6
2011,DEN,McGaWi00,Willis McGahee,W.McGahee,O,RB,RB,15,14,7,7
2011,DEN,BrutDa99,David Bruton,D.Bruton,D,DB,FS,15,1,2,1
2011,DEN,MillVo00,Von Miller,V.Miller,D,LB,LB,15,15,0,12
2011,DEN,BunkBr20,Brodrick Bunkley,B.Bunkley,D,DL,NT,16,13,5,6
2011,DEN,MohaMi00,Mike Mohamed,M.Mohamed,,,,2,0,0,0
2011,DEN,BushRa00,Rafael Bush,R.Bush,,,,6,0,0,0
2011,DEN,MoorRa00,Rahim Moore,R.Moore,D,DB,FS,15,7,0,3
2011,DEN,CartQu01,Quinton Carter,Q.Carter,D,DB,FS,16,10,0,4
2011,DEN,MoreKn00,Knowshon Moreno,K.Moreno,O,RB,RB,7,2,2,2
2011,DEN,CartTo99,Tony Carter,T.Carter,,,,3,0,2,0
2011,DEN,OrtoKy00,Kyle Orton,K.Orton,O,QB,QB,5,5,6,0
2011,DEN,CladRy20,Ryan Clady,R.Clady,O,OL,LT,16,16,3,7
2011,DEN,PaxtLo20,Lonie Paxton,L.Paxton,,,,16,0,11,1
2011,DEN,ClarCh21,Chris Clark,C.Clark,O,TE,TE,16,6,1,3
2011,DEN,PratMa20,Matt Prater,M.Prater,S,K,K,16,0,4,2
2011,DEN,ColqBr00,Britton Colquitt,B.Colquitt,S,P,P,16,0,1,3
2011,DEN,RamiMa20,Manuel Ramirez,M.Ramirez,,,,2,0,4,0
2011,DEN,CosbQu00,Quan Cosby,Q.Cosby,,,,10,0,2,0
2011,DEN,RosaDa00,Dante Rosario,D.Rosario,O,TE,TE,14,3,4,1
2011,DEN,DawkBr00,Brian Dawkins,B.Dawkins,D,DB,SS,14,12,15,6
2011,DEN,RoyaEd00,Eddie Royal,E.Royal,O,WR,WR,12,8,3,2
2011,DEN,DeckEr00,Eric Decker,E.Decker,O,WR,WR,16,13,1,6
2011,DEN,TeboTi00,Tim Tebow,T.Tebow,O,QB,QB,14,11,1,8
2011,DEN,DumeEl20,Elvis Dumervil,E.Dumervil,D,DL,DE,14,14,5,10
2011,DEN,ThomDe03,Demaryius Thomas,D.Thomas,O,WR,WR,11,5,1,4
2011,DEN,FellDa00,Daniel Fells,D.Fells,O,TE,TE,16,15,3,2
2011,DEN,ThomJu00,Julius Thomas,J.Thomas,O,TE,TE,5,1,0,0
2011,DEN,FranOr00,Orlando Franklin,O.Franklin,O,OL,RT,16,16,0,6
2011,DEN,ThomMa99,Marcus Thomas,M.Thomas,D,DL,DT,12,11,4,5
2011,DEN,GoodAn20,Andre' Goodman,A.Goodman,D,DB,RCB,16,16,9,7
2011,DEN,UnreMi00,Mitch Unrein,M.Unrein,,,,14,0,0,1
2011,DEN,GoodDA00,D'Andre Goodwin,D.Goodwin,,,,1,0,0,0
2011,DEN,VaugCa00,Cassius Vaughn,C.Vaughn,D,DB,LCB,9,3,1,2
2011,DEN,GreeVi00,Virgil Green,V.Green,O,TE,TE,15,3,0,0
2011,DEN,VickKe99,Kevin Vickerson,K.Vickerson,D,DL,DT,5,4,4,2
2011,DEN,HaggMa20,Mario Haggan,M.Haggan,D,LB,LB,16,1,8,2
2011,DEN,WaltJ.20,J.D. Walton,J.Walton,O,OL,C,16,16,1,6
2011,DEN,HarrCh01,Chris Harris,C.Harris,D,DB,CB,16,4,0,2
2011,DEN,WilhJo99,Jonathan Wilhite,J.Wilhite,D,DB,CB,15,2,3,2
2011,DET,HillCo21,Corey Hilliard,C.Hilliard,O,OL,RT,16,1,4,2
2011,DET,YounWi99,Willie Young,W.Young,,,,14,0,1,1
2011,DET,HoguDo01,Doug Hogue,D.Hogue,,,,13,0,0,1
2011,DET,HousCh99,Chris Houston,C.Houston,D,DB,LCB,14,13,4,7
2011,DET,AvriCl99,Cliff Avril,C.Avril,D,DL,DE,16,16,3,9
2011,DET,JackLa98,Lawrence Jackson,L.Jackson,,,,11,0,3,2
2011,DET,BackJe20,Jeff Backus,J.Backus,O,OL,LT,16,16,10,9
2011,DET,JohnCa00,Calvin Johnson,C.Johnson,O,WR,WR,16,16,4,15
2011,DET,BerrAa00,Aaron Berry,A.Berry,D,DB,RCB,11,3,1,2
2011,DET,LevyDe99,DeAndre Levy,D.Levy,D,LB,LB,16,16,2,8
2011,DET,BestJa00,Jahvid Best,J.Best,O,RB,RB,6,6,1,5
2011,DET,LogaSt00,Stefan Logan,S.Logan,O,RB,RB,16,1,2,0
2011,DET,BrowAa00,Aaron Brown,A.Brown,,,,1,0,2,0
2011,DET,MadiAn20,Anthony Madison,A.Madison,,,,5,0,5,0
2011,DET,BuckEl00,Eldra Buckley,E.Buckley,,,,2,0,2,0
2011,DET,MaloRo00,Robert Malone,R.Malone,,,,1,0,1,0
2011,DET,BurlNa00,Nate Burleson,N.Burleson,O,WR,WR,16,11,8,7
2011,DET,McDoBr99,Brandon McDonald,B.McDonald,,,,13,0,4,1
2011,DET,CareDo00,Don Carey,D.Carey,,,,5,0,1,0
2011,DET,MorrMa00,Maurice Morris,M.Morris,O,RB,RB,16,5,9,4
2011,DET,CarpBo20,Bobby Carpenter,B.Carpenter,D,LB,LB,16,3,5,3
2011,DET,MuhlDo20,Don Muhlbach,D.Muhlbach,,,,16,0,7,1
2011,DET,CherGo20,Gosder Cherilus,G.Cherilus,O,OL,RT,16,15,3,9
2011,DET,PalmAs99,Ashlee Palmer,A.Palmer,,,,16,0,2,1
2011,DET,ColeEr21,Erik Coleman,E.Coleman,,,,4,0,7,0
2011,DET,PeteSt20,Stephen Peterman,S.Peterman,O,OL,RG,16,16,6,9
2011,DET,DaviRa00,Rashied Davis,R.Davis,,,,11,0,6,1
2011,DET,PettBr00,Brandon Pettigrew,B.Pettigrew,O,TE,TE,16,16,2,7
2011,DET,DawsKe99,Keyunta Dawson,K.Dawson,,,,2,0,4,0
2011,DET,RaioDo20,Dominic Raiola,D.Raiola,O,OL,C,16,16,10,9
2011,DET,DelmLo99,Louis Delmas,L.Delmas,D,DB,FS,11,11,2,5
2011,DET,ScheTo00,Tony Scheffler,T.Scheffler,O,TE,TE,15,5,5,3
2011,DET,DonaRy00,Ryan Donahue,R.Donahue,S,P,P,8,0,0,1
2011,DET,SilvRi00,Ricardo Silva,R.Silva,,,,4,0,0,0
2011,DET,DuraJu99,Justin Durant,J.Durant,D,LB,LB,13,12,4,6
2011,DET,SimsRo20,Rob Sims,R.Sims,O,OL,LG,16,16,5,9
2011,DET,EkejIs20,Isaiah Ekejiuba,I.Ekejiuba,,,,3,0,6,0
2011,DET,SmitAl98,Alphonso Smith,A.Smith,D,DB,LCB,11,1,2,2
2011,DET,FairNi00,Nick Fairley,N.Fairley,,,,10,0,0,1
2011,DET,SmitKe02,Kevin Smith,K.Smith,O,RB,RB,7,4,3,4
2011,DET,FlueAn99,Andre Fluellen,A.Fluellen,,,,13,0,3,1
2011,DET,SpieAm99,Amari Spievey,A.Spievey,D,DB,SS,15,15,1,7
2011,DET,FullVi20,Vincent Fuller,V.Fuller,,,,1,0,6,0
2011,DET,StafMa00,Matthew Stafford,M.Stafford,O,QB,QB,16,16,2,16
2011,DET,GandDy20,Dylan Gandy,D.Gandy,,,,16,0,6,2
2011,DET,StovMa00,Maurice Stovall,M.Stovall,,,,15,0,5,0
2011,DET,GrahBe20,Ben Graham,B.Graham,,,,7,0,6,1
2011,DET,SuhxNd99,Ndamukong Suh,N.Suh,D,DL,DT,14,14,1,6
2011,DET,hansojas01,Jason Hanson,J.Hanson,S,K,K,16,0,19,3
2011,DET,TullSt20,Stephen Tulloch,S.Tulloch,D,LB,MLB,16,16,5,9
2011,DET,HarrCh20,Chris Harris,C.Harris,D,DB,FS,8,5,6,2
2011,DET,VandKy99,Kyle Vanden Bosch,K.Bosch,D,DL,DE,16,16,10,8
2011,DET,HarrJe00,Jerome Harrison,J.Harrison,,,,4,0,5,0
2011,DET,WendJo99,John Wendling,J.Wendling,D,DB,SS,16,1,4,1
2011,DET,HayeJo20,Jovan Haye,J.Haye,,,,1,0,6,0
2011,DET,WillCo21,Corey Williams,C.Williams,D,DL,DT,15,15,7,6
2011,DET,HellWi00,Will Heller,W.Heller,O,TE,TE,16,7,8,0
2011,DET,WillKe03,Keiland Williams,K.Williams,,,,15,0,1,2
2011,DET,HillSa99,Sammie Lee Hill,S.Hill,D,DL,DT,16,3,2,3
2011,DET,WrigEr99,Eric Wright,E.Wright,D,DB,RCB,16,16,4,7
2011,DET,HillSh00,Shaun Hill,S.Hill,,,,2,0,6,0
2011,DET,YounTi00,Titus Young,T.Young,O,WR,WR,16,9,0,5
2011,GB,NealMi99,Mike Neal,M.Neal,,,,7,0,1,0
2011,GB,BishDe99,Desmond Bishop,D.Bishop,D,LB,MLB,13,13,4,7
2011,GB,NelsJo00,Jordy Nelson,J.Nelson,O,WR,WR,16,9,3,15
2011,GB,BulaBr20,Bryan Bulaga,B.Bulaga,O,OL,RT,12,12,1,9
2011,GB,NewhMa20,Marshall Newhouse,M.Newhouse,O,OL,LT,16,13,0,10
2011,GB,BurnMo99,Morgan Burnett,M.Burnett,D,DB,FS,16,16,1,5
2011,GB,PeprCh20,Charlie Peprah,C.Peprah,D,DB,SS,16,14,5,5
2011,GB,BushJa20,Jarrett Bush,J.Bush,D,DB,CB,16,2,5,2
2011,GB,PickRy20,Ryan Pickett,R.Pickett,D,DL,DE,14,14,10,6
2011,GB,ClifCh20,Chad Clifton,C.Clifton,O,OL,LT,6,6,11,5
2011,GB,QuarAn00,Andrew Quarless,A.Quarless,O,TE,TE,10,2,1,0
2011,GB,CobbRa00,Randall Cobb,R.Cobb,,,,15,0,0,7
2011,GB,RajiBJ99,B.J. Raji,B.Raji,D,DL,NT,16,16,2,7
2011,GB,CollNi20,Nick Collins,N.Collins,D,DB,FS,2,2,6,1
2011,GB,RodgAa00,Aaron Rodgers,A.Rodgers,O,QB,QB,15,15,6,23
2011,GB,CrabTo00,Tom Crabtree,T.Crabtree,O,TE,TE,16,9,1,0
2011,GB,SainBr00,Brandon Saine,B.Saine,,,,8,0,0,1
2011,GB,CrosMa20,Mason Crosby,M.Crosby,S,K,K,16,0,4,3
2011,GB,SherDe00,Derek Sherrod,D.Sherrod,,,,5,0,0,1
2011,GB,DietEv00,Evan Dietrich-Smith,E.Dietrich-Smith,O,OL,RG,16,3,2,4
2011,GB,ShieSa00,Sam Shields,S.Shields,D,DB,CB,15,7,1,3
2011,GB,DomiRa00,Ray Dominguez,R.Dominguez,,,,1,0,0,0
2011,GB,SittJo20,Josh Sitton,J.Sitton,O,OL,RG,14,14,3,11
2011,GB,DrivDo00,Donald Driver,D.Driver,O,WR,WR,16,15,12,5
2011,GB,SmitD.00,D.J. Smith,D.Smith,D,LB,MLB,16,3,0,3
2011,GB,FinlJe00,Jermichael Finley,J.Finley,O,TE,TE,16,13,3,9
2011,GB,SootVi00,Vic So'oto,V.So'oto,,,,7,0,0,1
2011,GB,FlynMa00,Matt Flynn,M.Flynn,O,QB,QB,5,1,3,2
2011,GB,StarJa00,James Starks,J.Starks,O,RB,RB,13,2,1,8
2011,GB,FranRo99,Rob Francois,R.Francois,D,LB,LB,11,2,2,2
2011,GB,TaylRy00,Ryan Taylor,R.Taylor,,,,15,0,0,0
2011,GB,GoodBr99,Brett Goode,B.Goode,,,,16,0,3,1
2011,GB,WaldEr99,Erik Walden,E.Walden,D,LB,ROLB,16,15,3,7
2011,GB,GranRy00,Ryan Grant,R.Grant,O,RB,RB,15,14,4,8
2011,GB,WellSc20,Scott Wells,S.Wells,O,OL,C,16,16,7,16
2011,GB,GreeAl00,Alex Green,A.Green,,,,4,0,0,0
2011,GB,WillD.00,D.J. Williams,D.Williams,,,,13,0,0,0
2011,GB,GreeHo20,Howard Green,H.Green,D,DL,DE,16,5,9,3
2011,GB,WillTr99,Tramon Williams,T.Williams,D,DB,RCB,15,15,4,5
2011,GB,HawkA.20,A.J. Hawk,A.Hawk,D,LB,LB,14,14,5,6
2011,GB,WilsC.98,C.J. Wilson,C.Wilson,D,DL,DE,16,2,1,2
2011,GB,HousDa00,Davon House,D.House,,,,2,0,0,0
2011,GB,WoodCh00,Charles Woodson,C.Woodson,D,DB,LCB,15,15,13,12
2011,GB,JennGr00,Greg Jennings,G.Jennings,O,WR,WR,13,13,5,11
2011,GB,WynnJa99,Jarius Wynn,J.Wynn,D,DL,DE,16,4,2,3
2011,GB,JennM.00,M.D. Jennings,M.Jennings,,,,15,0,0,1
2011,GB,ZombFr00,Frank Zombo,F.Zombo,D,LB,ROLB,5,1,1,1
2011,GB,JoneBr99,Brad Jones,B.Jones,D,LB,LOLB,15,1,2,1
2011,GB,JoneJa04,James Jones,J.Jones,,,,16,0,4,8
2011,GB,KuhnJo00,John Kuhn,J.Kuhn,O,RB,FB,16,3,5,2
2011,GB,LangT.20,T.J. Lang,T.Lang,O,OL,LG,16,16,2,12
2011,GB,LattJa00,Jamari Lattimore,J.Lattimore,,,,9,0,0,1
2011,GB,LeexPa99,Pat Lee,P.Lee,,,,16,0,3,1
2011,GB,MastTi99,Tim Masthay,T.Masthay,S,P,P,16,0,1,2
2011,GB,MattCl99,Clay Matthews,C.Matthews,D,LB,LOLB,15,15,2,10
2011,HOU,BrowDu20,Duane Brown,D.Brown,O,OL,LT,16,16,3,13
2011,HOU,MitcEa99,Earl Mitchell,E.Mitchell,,,,16,0,1,2
2011,HOU,BulmTi20,Tim Bulman,T.Bulman,,,,10,0,6,1
2011,HOU,MyerCh20,Chris Myers,C.Myers,O,OL,C,16,16,6,11
2011,HOU,ButlRa20,Rashad Butler,R.Butler,,,,2,0,4,0
2011,HOU,NadiJe00,Jesse Nading,J.Nading,,,,11,0,3,1
2011,HOU,CaldAn20,Antoine Caldwell,A.Caldwell,O,OL,RG,5,3,2,2
2011,HOU,NewtDe00,Derek Newton,D.Newton,,,,14,0,0,1
2011,HOU,CaseJa00,James Casey,J.Casey,O,RB,FB,14,7,2,2
2011,HOU,NolaTr99,Troy Nolan,T.Nolan,D,DB,FS,14,3,2,2
2011,HOU,CodySh20,Shaun Cody,S.Cody,D,DL,NT,16,16,6,8
2011,HOU,OgboCh00,Chris Ogbonnaya,C.Ogbonnaya,,,,2,0,2,0
2011,HOU,CushBr99,Brian Cushing,B.Cushing,D,LB,LB,16,16,2,14
2011,HOU,QuinGl99,Glover Quin,G.Quin,D,DB,SS,16,16,2,6
2011,HOU,DaniOw00,Owen Daniels,O.Daniels,O,TE,TE,15,15,5,6
2011,HOU,rackenei01,Neil Rackers,N.Rackers,S,K,K,16,0,11,3
2011,HOU,DelhJa00,Jake Delhomme,J.Delhomme,,,,1,0,12,1
2011,HOU,ReedBr00,Brooks Reed,B.Reed,D,LB,LB,16,11,0,7
2011,HOU,DempQu99,Quintin Demps,Q.Demps,,,,9,0,3,1
2011,HOU,RyanDe20,DeMeco Ryans,D.Ryans,D,LB,LB,16,16,5,8
2011,HOU,DobbTi20,Tim Dobbins,T.Dobbins,,,,15,0,5,1
2011,HOU,SchaMa00,Matt Schaub,M.Schaub,O,QB,QB,10,10,7,9
2011,HOU,DreeJo00,Joel Dreessen,J.Dreessen,O,TE,TE,16,10,6,3
2011,HOU,SharDa01,Darryl Sharpton,D.Sharpton,,,,8,0,1,1
2011,HOU,FostAr00,Arian Foster,A.Foster,O,RB,RB,13,13,2,13
2011,HOU,SlatSt00,Steve Slaton,S.Slaton,,,,3,0,3,0
2011,HOU,GardAn20,Andrew Gardner,A.Gardner,,,,1,0,2,0
2011,HOU,SmitAn22,Antonio Smith,A.Smith,D,DL,DE,16,16,7,11
2011,HOU,GrahGa00,Garrett Graham,G.Graham,,,,7,0,1,0
