season,sportsbook,type,about,side,line
2021,WSGT,SPREAD,2021_08_JAX_SEA,SEA,-7.0
2021,WSGT,SPREAD,2021_08_JAX_SEA,JAX,7.0
2021,WSGT,TOTAL,2021_08_JAX_SEA,Over,48.0
2021,WSGT,TOTAL,2021_08_JAX_SEA,Under,48.0
2021,WSGT,SPREAD,2021_08_WAS_DEN,DEN,-3.0
2021,WSGT,SPREAD,2021_08_WAS_DEN,WAS,3.0
2021,WSGT,TOTAL,2021_08_WAS_DEN,Over,43.0
2021,WSGT,TOTAL,2021_08_WAS_DEN,Under,43.0
2021,WSGT,SPREAD,2021_08_TB_NO,TB,-2.5
2021,WSGT,SPREAD,2021_08_TB_NO,NO,2.5
2021,WSGT,TOTAL,2021_08_TB_NO,Over,51.5
2021,WSGT,TOTAL,2021_08_TB_NO,Under,51.5
2021,WSGT,SPREAD,2021_08_DAL_MIN,MIN,-2.0
2021,WSGT,SPREAD,2021_08_DAL_MIN,DAL,2.0
2021,WSGT,TOTAL,2021_08_DAL_MIN,Over,49.5
2021,WSGT,TOTAL,2021_08_DAL_MIN,Under,49.5
2021,WSGT,SPREAD,2021_08_NYG_KC,KC,-10.0
2021,WSGT,SPREAD,2021_08_NYG_KC,NYG,10.0
2021,WSGT,TOTAL,2021_08_NYG_KC,Over,49.0
2021,WSGT,TOTAL,2021_08_NYG_KC,Under,49.0
2021,WSGT,SPREAD,2021_09_NYJ_IND,IND,-8.5
2021,WSGT,SPREAD,2021_09_NYJ_IND,NYJ,8.5
2021,WSGT,TOTAL,2021_09_NYJ_IND,Over,48.0
2021,WSGT,TOTAL,2021_09_NYJ_IND,Under,48.0
2021,WSGT,SPREAD,2021_09_ATL_NO,NO,-6.0
2021,WSGT,SPREAD,2021_09_ATL_NO,ATL,6.0
2021,WSGT,TOTAL,2021_09_ATL_NO,Over,50.0
2021,WSGT,TOTAL,2021_09_ATL_NO,Under,50.0
2021,WSGT,SPREAD,2021_09_DEN_DAL,DAL,-4.5
2021,WSGT,SPREAD,2021_09_DEN_DAL,DEN,4.5
2021,WSGT,TOTAL,2021_09_DEN_DAL,Over,47.0
2021,WSGT,TOTAL,2021_09_DEN_DAL,Under,47.0
2021,WSGT,SPREAD,2021_09_NE_CAR,NE,0.0
2021,WSGT,SPREAD,2021_09_NE_CAR,CAR,0.0
2021,WSGT,TOTAL,2021_09_NE_CAR,Over,46.5
2021,WSGT,TOTAL,2021_09_NE_CAR,Under,46.5
2021,WSGT,SPREAD,2021_09_MIN_BAL,BAL,-7.0
2021,WSGT,SPREAD,2021_09_MIN_BAL,MIN,7.0
2021,WSGT,TOTAL,2021_09_MIN_BAL,Over,49.0
2021,WSGT,TOTAL,2021_09_MIN_BAL,Under,49.0
2021,WSGT,SPREAD,2021_09_CLE_CIN,CLE,-4.5
2021,WSGT,SPREAD,2021_09_CLE_CIN,CIN,4.5
2021,WSGT,TOTAL,2021_09_CLE_CIN,Over,48.0
2021,WSGT,TOTAL,2021_09_CLE_CIN,Under,48.0
2021,WSGT,SPREAD,2021_09_BUF_JAX,BUF,-6.5
2021,WSGT,SPREAD,2021_09_BUF_JAX,JAX,6.5
2021,WSGT,TOTAL,2021_09_BUF_JAX,Over,51.0
2021,WSGT,TOTAL,2021_09_BUF_JAX,Under,51.0
2021,WSGT,SPREAD,2021_09_HOU_MIA,MIA,-7.5
2021,WSGT,SPREAD,2021_09_HOU_MIA,HOU,7.5
2021,WSGT,TOTAL,2021_09_HOU_MIA,Over,46.5
2021,WSGT,TOTAL,2021_09_HOU_MIA,Under,46.5
2021,WSGT,SPREAD,2021_09_LV_NYG,NYG,-1.5
2021,WSGT,SPREAD,2021_09_LV_NYG,LV,1.5
2021,WSGT,TOTAL,2021_09_LV_NYG,Over,47.5
2021,WSGT,TOTAL,2021_09_LV_NYG,Under,47.5
2021,WSGT,SPREAD,2021_09_LAC_PHI,LAC,-2.0
2021,WSGT,SPREAD,2021_09_LAC_PHI,PHI,2.0
2021,WSGT,TOTAL,2021_09_LAC_PHI,Over,48.0
2021,WSGT,TOTAL,2021_09_LAC_PHI,Under,48.0
2021,WSGT,SPREAD,2021_09_GB_KC,KC,-7.0
2021,WSGT,SPREAD,2021_09_GB_KC,GB,7.0
2021,WSGT,TOTAL,2021_09_GB_KC,Over,52.5
2021,WSGT,TOTAL,2021_09_GB_KC,Under,52.5
2021,WSGT,SPREAD,2021_09_ARI_SF,SF,-5.5
2021,WSGT,SPREAD,2021_09_ARI_SF,ARI,5.5
2021,WSGT,TOTAL,2021_09_ARI_SF,Over,47.0
2021,WSGT,TOTAL,2021_09_ARI_SF,Under,47.0
2021,WSGT,SPREAD,2021_09_TEN_LA,LA,-5.5
2021,WSGT,SPREAD,2021_09_TEN_LA,TEN,5.5
2021,WSGT,TOTAL,2021_09_TEN_LA,Over,49.5
2021,WSGT,TOTAL,2021_09_TEN_LA,Under,49.5
2021,WSGT,SPREAD,2021_09_CHI_PIT,PIT,-5.5
2021,WSGT,SPREAD,2021_09_CHI_PIT,CHI,5.5
2021,WSGT,TOTAL,2021_09_CHI_PIT,Over,45.5
2021,WSGT,TOTAL,2021_09_CHI_PIT,Under,45.5
2021,WSGT,SPREAD,2021_10_BAL_MIA,BAL,-3.0
2021,WSGT,SPREAD,2021_10_BAL_MIA,MIA,3.0
2021,WSGT,TOTAL,2021_10_BAL_MIA,Over,48.0
2021,WSGT,TOTAL,2021_10_BAL_MIA,Under,48.0
2021,WSGT,SPREAD,2021_10_BUF_NYJ,BUF,-7.0
2021,WSGT,SPREAD,2021_10_BUF_NYJ,NYJ,7.0
2021,WSGT,TOTAL,2021_10_BUF_NYJ,Over,48.0
2021,WSGT,TOTAL,2021_10_BUF_NYJ,Under,48.0
2021,WSGT,SPREAD,2021_10_TB_WAS,TB,-7.0
2021,WSGT,SPREAD,2021_10_TB_WAS,WAS,7.0
2021,WSGT,TOTAL,2021_10_TB_WAS,Over,50.5
2021,WSGT,TOTAL,2021_10_TB_WAS,Under,50.5
2021,WSGT,SPREAD,2021_10_ATL_DAL,DAL,-5.5
2021,WSGT,SPREAD,2021_10_ATL_DAL,ATL,5.5
2021,WSGT,TOTAL,2021_10_ATL_DAL,Over,51.5
2021,WSGT,TOTAL,2021_10_ATL_DAL,Under,51.5
2021,WSGT,SPREAD,2021_10_NO_TEN,TEN,-2.5
2021,WSGT,SPREAD,2021_10_NO_TEN,NO,2.5
2021,WSGT,TOTAL,2021_10_NO_TEN,Over,49.5
2021,WSGT,TOTAL,2021_10_NO_TEN,Under,49.5
2021,WSGT,SPREAD,2021_10_JAX_IND,IND,-7.5
2021,WSGT,SPREAD,2021_10_JAX_IND,JAX,7.5
2021,WSGT,TOTAL,2021_10_JAX_IND,Over,51.0
2021,WSGT,TOTAL,2021_10_JAX_IND,Under,51.0
2021,WSGT,SPREAD,2021_10_DET_PIT,PIT,-7.5
2021,WSGT,SPREAD,2021_10_DET_PIT,DET,7.5
2021,WSGT,TOTAL,2021_10_DET_PIT,Over,45.5
2021,WSGT,TOTAL,2021_10_DET_PIT,Under,45.5
2021,WSGT,SPREAD,2021_10_CLE_NE,CLE,-2.0
2021,WSGT,SPREAD,2021_10_CLE_NE,NE,2.0
2021,WSGT,TOTAL,2021_10_CLE_NE,Over,46.0
2021,WSGT,TOTAL,2021_10_CLE_NE,Under,46.0
2021,WSGT,SPREAD,2021_10_MIN_LAC,LAC,-3.0
2021,WSGT,SPREAD,2021_10_MIN_LAC,MIN,3.0
2021,WSGT,TOTAL,2021_10_MIN_LAC,Over,48.5
2021,WSGT,TOTAL,2021_10_MIN_LAC,Under,48.5
2021,WSGT,SPREAD,2021_10_CAR_ARI,ARI,-6.0
2021,WSGT,SPREAD,2021_10_CAR_ARI,CAR,6.0
2021,WSGT,TOTAL,2021_10_CAR_ARI,Over,49.5
2021,WSGT,TOTAL,2021_10_CAR_ARI,Under,49.5
2021,WSGT,SPREAD,2021_10_PHI_DEN,DEN,-4.5
2021,WSGT,SPREAD,2021_10_PHI_DEN,PHI,4.5
2021,WSGT,TOTAL,2021_10_PHI_DEN,Over,45.5
2021,WSGT,TOTAL,2021_10_PHI_DEN,Under,45.5
2021,WSGT,SPREAD,2021_10_SEA_GB,GB,-3.0
2021,WSGT,SPREAD,2021_10_SEA_GB,SEA,3.0
2021,WSGT,TOTAL,2021_10_SEA_GB,Over,49.5
2021,WSGT,TOTAL,2021_10_SEA_GB,Under,49.5
2021,WSGT,SPREAD,2021_10_KC_LV,KC,-7.5
2021,WSGT,SPREAD,2021_10_KC_LV,LV,7.5
2021,WSGT,TOTAL,2021_10_KC_LV,Over,53.5
2021,WSGT,TOTAL,2021_10_KC_LV,Under,53.5
2021,WSGT,SPREAD,2021_10_LA_SF,SF,-3.0
2021,WSGT,SPREAD,2021_10_LA_SF,LA,3.0
2021,WSGT,TOTAL,2021_10_LA_SF,Over,45.5
2021,WSGT,TOTAL,2021_10_LA_SF,Under,45.5
2021,WSGT,SPREAD,2021_11_NE_ATL,ATL,-1.5
2021,WSGT,SPREAD,2021_11_NE_ATL,NE,1.5
2021,WSGT,TOTAL,2021_11_NE_ATL,Over,48.0
2021,WSGT,TOTAL,2021_11_NE_ATL,Under,48.0
2021,WSGT,SPREAD,2021_11_NO_PHI,NO,-3.5
2021,WSGT,SPREAD,2021_11_NO_PHI,PHI,3.5
2021,WSGT,TOTAL,2021_11_NO_PHI,Over,48.0
2021,WSGT,TOTAL,2021_11_NO_PHI,Under,48.0
2021,WSGT,SPREAD,2021_11_MIA_NYJ,MIA,-3.0
2021,WSGT,SPREAD,2021_11_MIA_NYJ,NYJ,3.0
2021,WSGT,TOTAL,2021_11_MIA_NYJ,Over,44.0
2021,WSGT,TOTAL,2021_11_MIA_NYJ,Under,44.0
2021,WSGT,SPREAD,2021_11_WAS_CAR,CAR,-1.0
2021,WSGT,SPREAD,2021_11_WAS_CAR,WAS,1.0
2021,WSGT,TOTAL,2021_11_WAS_CAR,Over,46.5
2021,WSGT,TOTAL,2021_11_WAS_CAR,Under,46.5
2021,WSGT,SPREAD,2021_11_IND_BUF,BUF,-6.0
2021,WSGT,SPREAD,2021_11_IND_BUF,IND,6.0
2021,WSGT,TOTAL,2021_11_IND_BUF,Over,51.5
2021,WSGT,TOTAL,2021_11_IND_BUF,Under,51.5
2021,WSGT,SPREAD,2021_11_DET_CLE,CLE,-10.0
2021,WSGT,SPREAD,2021_11_DET_CLE,DET,10.0
2021,WSGT,TOTAL,2021_11_DET_CLE,Over,47.0
2021,WSGT,TOTAL,2021_11_DET_CLE,Under,47.0
2021,WSGT,SPREAD,2021_11_SF_JAX,SF,-4.0
2021,WSGT,SPREAD,2021_11_SF_JAX,JAX,4.0
2021,WSGT,TOTAL,2021_11_SF_JAX,Over,45.5
2021,WSGT,TOTAL,2021_11_SF_JAX,Under,45.5
2021,WSGT,SPREAD,2021_11_HOU_TEN,TEN,-8.5
2021,WSGT,SPREAD,2021_11_HOU_TEN,HOU,8.5
2021,WSGT,TOTAL,2021_11_HOU_TEN,Over,50.0
2021,WSGT,TOTAL,2021_11_HOU_TEN,Under,50.0
2021,WSGT,SPREAD,2021_11_GB_MIN,MIN,-3.0
2021,WSGT,SPREAD,2021_11_GB_MIN,GB,3.0
2021,WSGT,TOTAL,2021_11_GB_MIN,Over,47.0
2021,WSGT,TOTAL,2021_11_GB_MIN,Under,47.0
2021,WSGT,SPREAD,2021_11_BAL_CHI,BAL,-3.5
2021,WSGT,SPREAD,2021_11_BAL_CHI,CHI,3.5
2021,WSGT,TOTAL,2021_11_BAL_CHI,Over,45.5
2021,WSGT,TOTAL,2021_11_BAL_CHI,Under,45.5
2021,WSGT,SPREAD,2021_11_CIN_LV,LV,-4.5
2021,WSGT,SPREAD,2021_11_CIN_LV,CIN,4.5
2021,WSGT,TOTAL,2021_11_CIN_LV,Over,50.0
2021,WSGT,TOTAL,2021_11_CIN_LV,Under,50.0
2021,WSGT,SPREAD,2021_11_ARI_SEA,SEA,-3.5
2021,WSGT,SPREAD,2021_11_ARI_SEA,ARI,3.5
2021,WSGT,TOTAL,2021_11_ARI_SEA,Over,50.5
2021,WSGT,TOTAL,2021_11_ARI_SEA,Under,50.5
2021,WSGT,SPREAD,2021_11_DAL_KC,KC,-7.5
2021,WSGT,SPREAD,2021_11_DAL_KC,DAL,7.5
2021,WSGT,TOTAL,2021_11_DAL_KC,Over,55.0
2021,WSGT,TOTAL,2021_11_DAL_KC,Under,55.0
2021,WSGT,SPREAD,2021_11_PIT_LAC,LAC,-2.5
2021,WSGT,SPREAD,2021_11_PIT_LAC,PIT,2.5
2021,WSGT,TOTAL,2021_11_PIT_LAC,Over,48.0
2021,WSGT,TOTAL,2021_11_PIT_LAC,Under,48.0
2021,WSGT,SPREAD,2021_11_NYG_TB,TB,-10.0
2021,WSGT,SPREAD,2021_11_NYG_TB,NYG,10.0
2021,WSGT,TOTAL,2021_11_NYG_TB,Over,50.5
2021,WSGT,TOTAL,2021_11_NYG_TB,Under,50.5
2021,WSGT,SPREAD,2021_12_CHI_DET,CHI,-3.0
2021,WSGT,SPREAD,2021_12_CHI_DET,DET,3.0
2021,WSGT,TOTAL,2021_12_CHI_DET,Over,45.0
2021,WSGT,TOTAL,2021_12_CHI_DET,Under,45.0
2021,WSGT,SPREAD,2021_12_LV_DAL,DAL,-5.5
2021,WSGT,SPREAD,2021_12_LV_DAL,LV,5.5
2021,WSGT,TOTAL,2021_12_LV_DAL,Over,53.0
2021,WSGT,TOTAL,2021_12_LV_DAL,Under,53.0
2021,WSGT,SPREAD,2021_12_BUF_NO,BUF,-1.5
2021,WSGT,SPREAD,2021_12_BUF_NO,NO,1.5
2021,WSGT,TOTAL,2021_12_BUF_NO,Over,52.0
2021,WSGT,TOTAL,2021_12_BUF_NO,Under,52.0
2021,WSGT,SPREAD,2021_12_TB_IND,TB,0.0
2021,WSGT,SPREAD,2021_12_TB_IND,IND,0.0
2021,WSGT,TOTAL,2021_12_TB_IND,Over,51.5
2021,WSGT,TOTAL,2021_12_TB_IND,Under,51.5
2021,WSGT,SPREAD,2021_12_NYJ_HOU,NYJ,-1.0
2021,WSGT,SPREAD,2021_12_NYJ_HOU,HOU,1.0
2021,WSGT,TOTAL,2021_12_NYJ_HOU,Over,47.0
2021,WSGT,TOTAL,2021_12_NYJ_HOU,Under,47.0
2021,WSGT,SPREAD,2021_12_PHI_NYG,NYG,-3.0
2021,WSGT,SPREAD,2021_12_PHI_NYG,PHI,3.0
2021,WSGT,TOTAL,2021_12_PHI_NYG,Over,46.5
2021,WSGT,TOTAL,2021_12_PHI_NYG,Under,46.5
2021,WSGT,SPREAD,2021_12_CAR_MIA,MIA,-4.5
2021,WSGT,SPREAD,2021_12_CAR_MIA,CAR,4.5
2021,WSGT,TOTAL,2021_12_CAR_MIA,Over,45.5
2021,WSGT,TOTAL,2021_12_CAR_MIA,Under,45.5
2021,WSGT,SPREAD,2021_12_TEN_NE,NE,-1.0
2021,WSGT,SPREAD,2021_12_TEN_NE,TEN,1.0
2021,WSGT,TOTAL,2021_12_TEN_NE,Over,48.0
2021,WSGT,TOTAL,2021_12_TEN_NE,Under,48.0
2021,WSGT,SPREAD,2021_12_PIT_CIN,PIT,-3.0
2021,WSGT,SPREAD,2021_12_PIT_CIN,CIN,3.0
2021,WSGT,TOTAL,2021_12_PIT_CIN,Over,46.0
2021,WSGT,TOTAL,2021_12_PIT_CIN,Under,46.0
2021,WSGT,SPREAD,2021_12_ATL_JAX,ATL,0.0
2021,WSGT,SPREAD,2021_12_ATL_JAX,JAX,0.0
2021,WSGT,TOTAL,2021_12_ATL_JAX,Over,51.0
2021,WSGT,TOTAL,2021_12_ATL_JAX,Under,51.0
2021,WSGT,SPREAD,2021_12_LAC_DEN,DEN,-2.5
2021,WSGT,SPREAD,2021_12_LAC_DEN,LAC,2.5
2021,WSGT,TOTAL,2021_12_LAC_DEN,Over,45.5
2021,WSGT,TOTAL,2021_12_LAC_DEN,Under,45.5
2021,WSGT,SPREAD,2021_12_LA_GB,LA,-1.0
2021,WSGT,SPREAD,2021_12_LA_GB,GB,1.0
2021,WSGT,TOTAL,2021_12_LA_GB,Over,45.5
2021,WSGT,TOTAL,2021_12_LA_GB,Under,45.5
2021,WSGT,SPREAD,2021_12_MIN_SF,SF,-7.0
2021,WSGT,SPREAD,2021_12_MIN_SF,MIN,7.0
2021,WSGT,TOTAL,2021_12_MIN_SF,Over,46.5
2021,WSGT,TOTAL,2021_12_MIN_SF,Under,46.5
2021,WSGT,SPREAD,2021_12_CLE_BAL,BAL,-3.5
2021,WSGT,SPREAD,2021_12_CLE_BAL,CLE,3.5
2021,WSGT,TOTAL,2021_12_CLE_BAL,Over,46.5
2021,WSGT,TOTAL,2021_12_CLE_BAL,Under,46.5
2021,WSGT,SPREAD,2021_12_SEA_WAS,SEA,-2.5
2021,WSGT,SPREAD,2021_12_SEA_WAS,WAS,2.5
2021,WSGT,TOTAL,2021_12_SEA_WAS,Over,46.5
2021,WSGT,TOTAL,2021_12_SEA_WAS,Under,46.5
2021,WSGT,SPREAD,2021_13_DAL_NO,NO,-3.5
2021,WSGT,SPREAD,2021_13_DAL_NO,DAL,3.5
2021,WSGT,TOTAL,2021_13_DAL_NO,Over,50.0
2021,WSGT,TOTAL,2021_13_DAL_NO,Under,50.0
2021,WSGT,SPREAD,2021_13_NYG_MIA,MIA,-3.5
2021,WSGT,SPREAD,2021_13_NYG_MIA,NYG,3.5
2021,WSGT,TOTAL,2021_13_NYG_MIA,Over,45.5
2021,WSGT,TOTAL,2021_13_NYG_MIA,Under,45.5
2021,WSGT,SPREAD,2021_13_IND_HOU,IND,-7.0
2021,WSGT,SPREAD,2021_13_IND_HOU,HOU,7.0
2021,WSGT,TOTAL,2021_13_IND_HOU,Over,49.0
2021,WSGT,TOTAL,2021_13_IND_HOU,Under,49.0
2021,WSGT,SPREAD,2021_13_MIN_DET,MIN,-4.0
2021,WSGT,SPREAD,2021_13_MIN_DET,DET,4.0
2021,WSGT,TOTAL,2021_13_MIN_DET,Over,46.0
2021,WSGT,TOTAL,2021_13_MIN_DET,Under,46.0
