game_id,alt_game_id,type,side,line,odds,outcome
2006090700,2006_01_MIA_PIT,MONEYLINE,PIT,,-125,1
2006090700,2006_01_MIA_PIT,MONEYLINE,MIA,,105,0
2006090700,2006_01_MIA_PIT,SPREAD,MIA,1.5,,0
2006090700,2006_01_MIA_PIT,SPREAD,PIT,-1.5,,1
2006090700,2006_01_MIA_PIT,TOTAL,Under,34,,0
2006090700,2006_01_MIA_PIT,TOTAL,Over,34,,1
2006091000,2006_01_ATL_CAR,MONEYLINE,ATL,,190,1
2006091000,2006_01_ATL_CAR,MONEYLINE,CAR,,-230,0
2006091000,2006_01_ATL_CAR,SPREAD,ATL,4.5,,1
2006091000,2006_01_ATL_CAR,SPREAD,CAR,-4.5,,0
2006091000,2006_01_ATL_CAR,TOTAL,Under,38.5,,1
2006091000,2006_01_ATL_CAR,TOTAL,Over,38.5,,0
2006091001,2006_01_NO_CLE,MONEYLINE,CLE,,-200,0
2006091001,2006_01_NO_CLE,MONEYLINE,NO,,175,1
2006091001,2006_01_NO_CLE,SPREAD,NO,3,,1
2006091001,2006_01_NO_CLE,SPREAD,CLE,-3,,0
2006091001,2006_01_NO_CLE,TOTAL,Under,36.5,,1
2006091001,2006_01_NO_CLE,TOTAL,Over,36.5,,0
2006091002,2006_01_SEA_DET,MONEYLINE,DET,,250,0
2006091002,2006_01_SEA_DET,MONEYLINE,SEA,,-300,1
2006091002,2006_01_SEA_DET,SPREAD,DET,6,,1
2006091002,2006_01_SEA_DET,SPREAD,SEA,-6,,0
2006091002,2006_01_SEA_DET,TOTAL,Under,44,,1
2006091002,2006_01_SEA_DET,TOTAL,Over,44,,0
2006091003,2006_01_PHI_HOU,MONEYLINE,HOU,,250,0
2006091003,2006_01_PHI_HOU,MONEYLINE,PHI,,-300,1
2006091003,2006_01_PHI_HOU,SPREAD,PHI,-6,,1
2006091003,2006_01_PHI_HOU,SPREAD,HOU,6,,0
2006091003,2006_01_PHI_HOU,TOTAL,Under,38,,1
2006091003,2006_01_PHI_HOU,TOTAL,Over,38,,0
2006091004,2006_01_CIN_KC,MONEYLINE,CIN,,110,1
2006091004,2006_01_CIN_KC,MONEYLINE,KC,,-130,0
2006091004,2006_01_CIN_KC,SPREAD,CIN,1,,1
2006091004,2006_01_CIN_KC,SPREAD,KC,-1,,0
2006091004,2006_01_CIN_KC,TOTAL,Under,48.5,,1
2006091004,2006_01_CIN_KC,TOTAL,Over,48.5,,0
2006091005,2006_01_BUF_NE,MONEYLINE,BUF,,425,0
2006091005,2006_01_BUF_NE,MONEYLINE,NE,,-575,1
2006091005,2006_01_BUF_NE,SPREAD,NE,-9.5,,0
2006091005,2006_01_BUF_NE,SPREAD,BUF,9.5,,1
2006091005,2006_01_BUF_NE,TOTAL,Under,41,,1
2006091005,2006_01_BUF_NE,TOTAL,Over,41,,0
2006091006,2006_01_DEN_STL,MONEYLINE,STL,,175,1
2006091006,2006_01_DEN_STL,MONEYLINE,DEN,,-200,0
2006091006,2006_01_DEN_STL,SPREAD,STL,3.5,,1
2006091006,2006_01_DEN_STL,SPREAD,DEN,-3.5,,0
2006091006,2006_01_DEN_STL,TOTAL,Under,45.5,,1
2006091006,2006_01_DEN_STL,TOTAL,Over,45.5,,0
2006091007,2006_01_BAL_TB,MONEYLINE,BAL,,145,1
2006091007,2006_01_BAL_TB,MONEYLINE,TB,,-160,0
2006091007,2006_01_BAL_TB,SPREAD,BAL,3,,1
2006091007,2006_01_BAL_TB,SPREAD,TB,-3,,0
2006091007,2006_01_BAL_TB,TOTAL,Over,33.5,,0
2006091007,2006_01_BAL_TB,TOTAL,Under,33.5,,1
2006091008,2006_01_NYJ_TEN,MONEYLINE,NYJ,,140,1
2006091008,2006_01_NYJ_TEN,MONEYLINE,TEN,,-160,0
2006091008,2006_01_NYJ_TEN,SPREAD,TEN,-3,,0
2006091008,2006_01_NYJ_TEN,SPREAD,NYJ,3,,1
2006091008,2006_01_NYJ_TEN,TOTAL,Over,35.5,,1
2006091008,2006_01_NYJ_TEN,TOTAL,Under,35.5,,0
2006091009,2006_01_SF_ARI,MONEYLINE,SF,,400,0
2006091009,2006_01_SF_ARI,MONEYLINE,ARI,,-550,1
2006091009,2006_01_SF_ARI,SPREAD,SF,9.5,,1
2006091009,2006_01_SF_ARI,SPREAD,ARI,-9.5,,0
2006091009,2006_01_SF_ARI,TOTAL,Under,43.5,,0
2006091009,2006_01_SF_ARI,TOTAL,Over,43.5,,1
2006091010,2006_01_CHI_GB,MONEYLINE,GB,,180,0
2006091010,2006_01_CHI_GB,MONEYLINE,CHI,,-210,1
2006091010,2006_01_CHI_GB,SPREAD,CHI,-3.5,,1
2006091010,2006_01_CHI_GB,SPREAD,GB,3.5,,0
2006091010,2006_01_CHI_GB,TOTAL,Under,34.5,,1
2006091010,2006_01_CHI_GB,TOTAL,Over,34.5,,0
2006091011,2006_01_DAL_JAX,MONEYLINE,JAX,,110,1
2006091011,2006_01_DAL_JAX,MONEYLINE,DAL,,-130,0
2006091011,2006_01_DAL_JAX,SPREAD,DAL,-2,,0
2006091011,2006_01_DAL_JAX,SPREAD,JAX,2,,1
2006091011,2006_01_DAL_JAX,TOTAL,Under,36.5,,0
2006091011,2006_01_DAL_JAX,TOTAL,Over,36.5,,1
2006091012,2006_01_IND_NYG,MONEYLINE,IND,,-160,1
2006091012,2006_01_IND_NYG,MONEYLINE,NYG,,140,0
2006091012,2006_01_IND_NYG,SPREAD,NYG,3,,0
2006091012,2006_01_IND_NYG,SPREAD,IND,-3,,1
2006091012,2006_01_IND_NYG,TOTAL,Over,48,,0
2006091012,2006_01_IND_NYG,TOTAL,Under,48,,1
2006091100,2006_01_MIN_WAS,MONEYLINE,WAS,,-210,0
2006091100,2006_01_MIN_WAS,MONEYLINE,MIN,,180,1
2006091100,2006_01_MIN_WAS,SPREAD,MIN,4,,1
2006091100,2006_01_MIN_WAS,SPREAD,WAS,-4,,0
2006091100,2006_01_MIN_WAS,TOTAL,Under,36,,1
2006091100,2006_01_MIN_WAS,TOTAL,Over,36,,0
2006091101,2006_01_SD_OAK,MONEYLINE,OAK,,140,0
2006091101,2006_01_SD_OAK,MONEYLINE,SD,,-160,1
2006091101,2006_01_SD_OAK,SPREAD,OAK,3,,0
2006091101,2006_01_SD_OAK,SPREAD,SD,-3,,1
2006091101,2006_01_SD_OAK,TOTAL,Under,42,,1
2006091101,2006_01_SD_OAK,TOTAL,Over,42,,0
2006091700,2006_02_TB_ATL,MONEYLINE,ATL,,-225,1
2006091700,2006_02_TB_ATL,MONEYLINE,TB,,185,0
2006091700,2006_02_TB_ATL,SPREAD,TB,4.5,,0
2006091700,2006_02_TB_ATL,SPREAD,ATL,-4.5,,1
2006091700,2006_02_TB_ATL,TOTAL,Over,35,,0
2006091700,2006_02_TB_ATL,TOTAL,Under,35,,1
2006091701,2006_02_OAK_BAL,MONEYLINE,OAK,,700,0
2006091701,2006_02_OAK_BAL,MONEYLINE,BAL,,-1050,1
2006091701,2006_02_OAK_BAL,SPREAD,BAL,-13,,1
2006091701,2006_02_OAK_BAL,SPREAD,OAK,13,,0
2006091701,2006_02_OAK_BAL,TOTAL,Over,34,,0.5
2006091701,2006_02_OAK_BAL,TOTAL,Under,34,,0.5
2006091702,2006_02_DET_CHI,MONEYLINE,CHI,,-390,1
2006091702,2006_02_DET_CHI,MONEYLINE,DET,,330,0
2006091702,2006_02_DET_CHI,SPREAD,DET,7.5,,0
2006091702,2006_02_DET_CHI,SPREAD,CHI,-7.5,,1
2006091702,2006_02_DET_CHI,TOTAL,Over,32,,1
2006091702,2006_02_DET_CHI,TOTAL,Under,32,,0
2006091703,2006_02_CLE_CIN,MONEYLINE,CLE,,450,0
2006091703,2006_02_CLE_CIN,MONEYLINE,CIN,,-600,1
2006091703,2006_02_CLE_CIN,SPREAD,CLE,10,,0
2006091703,2006_02_CLE_CIN,SPREAD,CIN,-10,,1
2006091703,2006_02_CLE_CIN,TOTAL,Over,40.5,,1
2006091703,2006_02_CLE_CIN,TOTAL,Under,40.5,,0
2006091704,2006_02_NO_GB,MONEYLINE,GB,,110,0
2006091704,2006_02_NO_GB,MONEYLINE,NO,,-130,1
2006091704,2006_02_NO_GB,SPREAD,GB,1.5,,0
2006091704,2006_02_NO_GB,SPREAD,NO,-1.5,,1
2006091704,2006_02_NO_GB,TOTAL,Under,39.5,,0
2006091704,2006_02_NO_GB,TOTAL,Over,39.5,,1
2006091705,2006_02_HOU_IND,MONEYLINE,HOU,,750,0
2006091705,2006_02_HOU_IND,MONEYLINE,IND,,-1100,1
2006091705,2006_02_HOU_IND,SPREAD,IND,-12.5,,1
2006091705,2006_02_HOU_IND,SPREAD,HOU,12.5,,0
2006091705,2006_02_HOU_IND,TOTAL,Over,47.5,,1
2006091705,2006_02_HOU_IND,TOTAL,Under,47.5,,0
2006091706,2006_02_BUF_MIA,MONEYLINE,MIA,,-320,0
2006091706,2006_02_BUF_MIA,MONEYLINE,BUF,,260,1
2006091706,2006_02_BUF_MIA,SPREAD,BUF,6.5,,1
2006091706,2006_02_BUF_MIA,SPREAD,MIA,-6.5,,0
2006091706,2006_02_BUF_MIA,TOTAL,Over,37,,0
2006091706,2006_02_BUF_MIA,TOTAL,Under,37,,1
2006091707,2006_02_CAR_MIN,MONEYLINE,MIN,,-135,1
2006091707,2006_02_CAR_MIN,MONEYLINE,CAR,,115,0
2006091707,2006_02_CAR_MIN,SPREAD,CAR,2,,0
2006091707,2006_02_CAR_MIN,SPREAD,MIN,-2,,1
2006091707,2006_02_CAR_MIN,TOTAL,Under,37,,1
2006091707,2006_02_CAR_MIN,TOTAL,Over,37,,0
2006091708,2006_02_NYG_PHI,MONEYLINE,PHI,,-145,0
2006091708,2006_02_NYG_PHI,MONEYLINE,NYG,,125,1
2006091708,2006_02_NYG_PHI,SPREAD,NYG,2.5,,1
2006091708,2006_02_NYG_PHI,SPREAD,PHI,-2.5,,0
2006091708,2006_02_NYG_PHI,TOTAL,Over,42,,1
2006091708,2006_02_NYG_PHI,TOTAL,Under,42,,0
2006091709,2006_02_STL_SF,MONEYLINE,STL,,-165,0
2006091709,2006_02_STL_SF,MONEYLINE,SF,,145,1
2006091709,2006_02_STL_SF,SPREAD,SF,3,,1
2006091709,2006_02_STL_SF,SPREAD,STL,-3,,0
2006091709,2006_02_STL_SF,TOTAL,Under,43.5,,1
2006091709,2006_02_STL_SF,TOTAL,Over,43.5,,0
2006091710,2006_02_ARI_SEA,MONEYLINE,SEA,,-330,1
2006091710,2006_02_ARI_SEA,MONEYLINE,ARI,,260,0
2006091710,2006_02_ARI_SEA,SPREAD,ARI,7,,0
2006091710,2006_02_ARI_SEA,SPREAD,SEA,-7,,1
2006091710,2006_02_ARI_SEA,TOTAL,Over,47,,0
2006091710,2006_02_ARI_SEA,TOTAL,Under,47,,1
2006091711,2006_02_KC_DEN,MONEYLINE,DEN,,-575,1
2006091711,2006_02_KC_DEN,MONEYLINE,KC,,450,0
2006091711,2006_02_KC_DEN,SPREAD,DEN,-10.5,,0
2006091711,2006_02_KC_DEN,SPREAD,KC,10.5,,1
2006091711,2006_02_KC_DEN,TOTAL,Over,38.5,,0
2006091711,2006_02_KC_DEN,TOTAL,Under,38.5,,1
2006091712,2006_02_NE_NYJ,MONEYLINE,NE,,-280,1
2006091712,2006_02_NE_NYJ,MONEYLINE,NYJ,,220,0
2006091712,2006_02_NE_NYJ,SPREAD,NYJ,6,,0
2006091712,2006_02_NE_NYJ,SPREAD,NE,-6,,1
2006091712,2006_02_NE_NYJ,TOTAL,Over,37.5,,1
2006091712,2006_02_NE_NYJ,TOTAL,Under,37.5,,0
2006091713,2006_02_TEN_SD,MONEYLINE,SD,,-700,1
2006091713,2006_02_TEN_SD,MONEYLINE,TEN,,500,0
2006091713,2006_02_TEN_SD,SPREAD,SD,-11.5,,1
2006091713,2006_02_TEN_SD,SPREAD,TEN,11.5,,0
2006091713,2006_02_TEN_SD,TOTAL,Under,38,,0
2006091713,2006_02_TEN_SD,TOTAL,Over,38,,1
2006091714,2006_02_WAS_DAL,MONEYLINE,WAS,,250,0
2006091714,2006_02_WAS_DAL,MONEYLINE,DAL,,-300,1
2006091714,2006_02_WAS_DAL,SPREAD,WAS,7,,0
2006091714,2006_02_WAS_DAL,SPREAD,DAL,-7,,1
2006091714,2006_02_WAS_DAL,TOTAL,Under,37,,0.5
2006091714,2006_02_WAS_DAL,TOTAL,Over,37,,0.5
2006091800,2006_02_PIT_JAX,MONEYLINE,PIT,,-140,0
2006091800,2006_02_PIT_JAX,MONEYLINE,JAX,,120,1
2006091800,2006_02_PIT_JAX,SPREAD,PIT,-2.5,,0
2006091800,2006_02_PIT_JAX,SPREAD,JAX,2.5,,1
2006091800,2006_02_PIT_JAX,TOTAL,Over,36.5,,0
2006091800,2006_02_PIT_JAX,TOTAL,Under,36.5,,1
2006092400,2006_03_NYJ_BUF,MONEYLINE,BUF,,-275,0
2006092400,2006_03_NYJ_BUF,MONEYLINE,NYJ,,220,1
2006092400,2006_03_NYJ_BUF,SPREAD,NYJ,6,,1
2006092400,2006_03_NYJ_BUF,SPREAD,BUF,-6,,0
2006092400,2006_03_NYJ_BUF,TOTAL,Under,33.5,,0
2006092400,2006_03_NYJ_BUF,TOTAL,Over,33.5,,1
2006092401,2006_03_GB_DET,MONEYLINE,DET,,-310,0
2006092401,2006_03_GB_DET,MONEYLINE,GB,,250,1
2006092401,2006_03_GB_DET,SPREAD,GB,6.5,,1
2006092401,2006_03_GB_DET,SPREAD,DET,-6.5,,0
2006092401,2006_03_GB_DET,TOTAL,Over,40,,1
2006092401,2006_03_GB_DET,TOTAL,Under,40,,0
2006092402,2006_03_WAS_HOU,MONEYLINE,WAS,,-200,1
2006092402,2006_03_WAS_HOU,MONEYLINE,HOU,,175,0
2006092402,2006_03_WAS_HOU,SPREAD,WAS,-4,,1
2006092402,2006_03_WAS_HOU,SPREAD,HOU,4,,0
2006092402,2006_03_WAS_HOU,TOTAL,Over,37.5,,1
2006092402,2006_03_WAS_HOU,TOTAL,Under,37.5,,0
2006092403,2006_03_JAX_IND,MONEYLINE,IND,,-315,1
2006092403,2006_03_JAX_IND,MONEYLINE,JAX,,250,0
2006092403,2006_03_JAX_IND,SPREAD,JAX,6.5,,0
2006092403,2006_03_JAX_IND,SPREAD,IND,-6.5,,1
2006092403,2006_03_JAX_IND,TOTAL,Over,42.5,,0
2006092403,2006_03_JAX_IND,TOTAL,Under,42.5,,1
2006092404,2006_03_TEN_MIA,MONEYLINE,MIA,,-725,1
2006092404,2006_03_TEN_MIA,MONEYLINE,TEN,,525,0
2006092404,2006_03_TEN_MIA,SPREAD,TEN,10.5,,1
2006092404,2006_03_TEN_MIA,SPREAD,MIA,-10.5,,0
2006092404,2006_03_TEN_MIA,TOTAL,Under,35.5,,1
2006092404,2006_03_TEN_MIA,TOTAL,Over,35.5,,0
2006092405,2006_03_CHI_MIN,MONEYLINE,CHI,,-210,1
2006092405,2006_03_CHI_MIN,MONEYLINE,MIN,,175,0
2006092405,2006_03_CHI_MIN,SPREAD,MIN,4,,1
2006092405,2006_03_CHI_MIN,SPREAD,CHI,-4,,0
2006092405,2006_03_CHI_MIN,TOTAL,Under,35,,0.5
2006092405,2006_03_CHI_MIN,TOTAL,Over,35,,0.5
2006092406,2006_03_CIN_PIT,MONEYLINE,CIN,,110,1
2006092406,2006_03_CIN_PIT,MONEYLINE,PIT,,-130,0
2006092406,2006_03_CIN_PIT,SPREAD,PIT,-2,,0
2006092406,2006_03_CIN_PIT,SPREAD,CIN,2,,1
2006092406,2006_03_CIN_PIT,TOTAL,Under,42,,0
2006092406,2006_03_CIN_PIT,TOTAL,Over,42,,1
2006092407,2006_03_CAR_TB,MONEYLINE,TB,,170,0
2006092407,2006_03_CAR_TB,MONEYLINE,CAR,,-195,1
2006092407,2006_03_CAR_TB,SPREAD,CAR,-3.5,,0
2006092407,2006_03_CAR_TB,SPREAD,TB,3.5,,1
2006092407,2006_03_CAR_TB,TOTAL,Under,33.5,,0
2006092407,2006_03_CAR_TB,TOTAL,Over,33.5,,1
2006092408,2006_03_BAL_CLE,MONEYLINE,BAL,,-360,1
2006092408,2006_03_BAL_CLE,MONEYLINE,CLE,,290,0
2006092408,2006_03_BAL_CLE,SPREAD,CLE,7,,1
2006092408,2006_03_BAL_CLE,SPREAD,BAL,-7,,0
2006092408,2006_03_BAL_CLE,TOTAL,Under,33,,1
2006092408,2006_03_BAL_CLE,TOTAL,Over,33,,0
2006092409,2006_03_STL_ARI,MONEYLINE,ARI,,-220,0
2006092409,2006_03_STL_ARI,MONEYLINE,STL,,185,1
2006092409,2006_03_STL_ARI,SPREAD,ARI,-4.5,,0
2006092409,2006_03_STL_ARI,SPREAD,STL,4.5,,1
2006092409,2006_03_STL_ARI,TOTAL,Under,44,,1
2006092409,2006_03_STL_ARI,TOTAL,Over,44,,0
2006092410,2006_03_PHI_SF,MONEYLINE,PHI,,-300,1
2006092410,2006_03_PHI_SF,MONEYLINE,SF,,240,0
2006092410,2006_03_PHI_SF,SPREAD,SF,6.5,,0
2006092410,2006_03_PHI_SF,SPREAD,PHI,-6.5,,1
2006092410,2006_03_PHI_SF,TOTAL,Over,42,,1
2006092410,2006_03_PHI_SF,TOTAL,Under,42,,0
2006092411,2006_03_NYG_SEA,MONEYLINE,SEA,,-185,1
2006092411,2006_03_NYG_SEA,MONEYLINE,NYG,,165,0
2006092411,2006_03_NYG_SEA,SPREAD,NYG,3.5,,0
2006092411,2006_03_NYG_SEA,SPREAD,SEA,-3.5,,1
2006092411,2006_03_NYG_SEA,TOTAL,Over,42.5,,1
2006092411,2006_03_NYG_SEA,TOTAL,Under,42.5,,0
2006092412,2006_03_DEN_NE,MONEYLINE,NE,,-300,0
2006092412,2006_03_DEN_NE,MONEYLINE,DEN,,240,1
2006092412,2006_03_DEN_NE,SPREAD,NE,-6.5,,0
2006092412,2006_03_DEN_NE,SPREAD,DEN,6.5,,1
2006092412,2006_03_DEN_NE,TOTAL,Under,38.5,,1
2006092412,2006_03_DEN_NE,TOTAL,Over,38.5,,0
2006092500,2006_03_ATL_NO,MONEYLINE,NO,,185,1
2006092500,2006_03_ATL_NO,MONEYLINE,ATL,,-215,0
2006092500,2006_03_ATL_NO,SPREAD,ATL,-4,,0
2006092500,2006_03_ATL_NO,SPREAD,NO,4,,1
2006092500,2006_03_ATL_NO,TOTAL,Under,45,,1
2006092500,2006_03_ATL_NO,TOTAL,Over,45,,0
2006100100,2006_04_ARI_ATL,MONEYLINE,ARI,,275,0
2006100100,2006_04_ARI_ATL,MONEYLINE,ATL,,-350,1
2006100100,2006_04_ARI_ATL,SPREAD,ATL,-7.5,,1
2006100100,2006_04_ARI_ATL,SPREAD,ARI,7.5,,0
2006100100,2006_04_ARI_ATL,TOTAL,Under,40.5,,0
2006100100,2006_04_ARI_ATL,TOTAL,Over,40.5,,1
2006100101,2006_04_SD_BAL,MONEYLINE,BAL,,-120,1
2006100101,2006_04_SD_BAL,MONEYLINE,SD,,100,0
2006100101,2006_04_SD_BAL,SPREAD,BAL,-1,,1
2006100101,2006_04_SD_BAL,SPREAD,SD,1,,0
2006100101,2006_04_SD_BAL,TOTAL,Under,33.5,,1
2006100101,2006_04_SD_BAL,TOTAL,Over,33.5,,0
2006100102,2006_04_MIN_BUF,MONEYLINE,BUF,,-130,1
2006100102,2006_04_MIN_BUF,MONEYLINE,MIN,,110,0
2006100102,2006_04_MIN_BUF,SPREAD,MIN,2,,0
2006100102,2006_04_MIN_BUF,SPREAD,BUF,-2,,1
2006100102,2006_04_MIN_BUF,TOTAL,Over,34.5,,0
2006100102,2006_04_MIN_BUF,TOTAL,Under,34.5,,1
2006100103,2006_04_NO_CAR,MONEYLINE,NO,,270,0
2006100103,2006_04_NO_CAR,MONEYLINE,CAR,,-330,1
2006100103,2006_04_NO_CAR,SPREAD,CAR,-7,,0
2006100103,2006_04_NO_CAR,SPREAD,NO,7,,1
2006100103,2006_04_NO_CAR,TOTAL,Under,41,,1
2006100103,2006_04_NO_CAR,TOTAL,Over,41,,0
2006100104,2006_04_MIA_HOU,MONEYLINE,HOU,,165,1
2006100104,2006_04_MIA_HOU,MONEYLINE,MIA,,-185,0
2006100104,2006_04_MIA_HOU,SPREAD,HOU,3.5,,1
2006100104,2006_04_MIA_HOU,SPREAD,MIA,-3.5,,0
2006100104,2006_04_MIA_HOU,TOTAL,Over,40.5,,0
2006100104,2006_04_MIA_HOU,TOTAL,Under,40.5,,1
2006100105,2006_04_SF_KC,MONEYLINE,SF,,260,0
2006100105,2006_04_SF_KC,MONEYLINE,KC,,-320,1
2006100105,2006_04_SF_KC,SPREAD,KC,-7,,1
2006100105,2006_04_SF_KC,SPREAD,SF,7,,0
2006100105,2006_04_SF_KC,TOTAL,Under,39.5,,0
2006100105,2006_04_SF_KC,TOTAL,Over,39.5,,1
2006100106,2006_04_IND_NYJ,MONEYLINE,NYJ,,325,0
2006100106,2006_04_IND_NYJ,MONEYLINE,IND,,-410,1
2006100106,2006_04_IND_NYJ,SPREAD,NYJ,7.5,,1
2006100106,2006_04_IND_NYJ,SPREAD,IND,-7.5,,0
2006100106,2006_04_IND_NYJ,TOTAL,Under,46.5,,0
2006100106,2006_04_IND_NYJ,TOTAL,Over,46.5,,1
2006100107,2006_04_DAL_TEN,MONEYLINE,TEN,,375,0
2006100107,2006_04_DAL_TEN,MONEYLINE,DAL,,-500,1
2006100107,2006_04_DAL_TEN,SPREAD,DAL,-9.5,,1
2006100107,2006_04_DAL_TEN,SPREAD,TEN,9.5,,0
2006100107,2006_04_DAL_TEN,TOTAL,Over,37.5,,1
2006100107,2006_04_DAL_TEN,TOTAL,Under,37.5,,0
2006100108,2006_04_DET_STL,MONEYLINE,DET,,190,0
2006100108,2006_04_DET_STL,MONEYLINE,STL,,-230,1
2006100108,2006_04_DET_STL,SPREAD,STL,-5,,1
2006100108,2006_04_DET_STL,SPREAD,DET,5,,0
2006100108,2006_04_DET_STL,TOTAL,Under,42.5,,0
2006100108,2006_04_DET_STL,TOTAL,Over,42.5,,1
2006100109,2006_04_NE_CIN,MONEYLINE,NE,,200,1
2006100109,2006_04_NE_CIN,MONEYLINE,CIN,,-250,0
2006100109,2006_04_NE_CIN,SPREAD,CIN,-5.5,,0
2006100109,2006_04_NE_CIN,SPREAD,NE,5.5,,1
2006100109,2006_04_NE_CIN,TOTAL,Over,46,,1
2006100109,2006_04_NE_CIN,TOTAL,Under,46,,0
2006100110,2006_04_CLE_OAK,MONEYLINE,CLE,,-120,1
2006100110,2006_04_CLE_OAK,MONEYLINE,OAK,,100,0
2006100110,2006_04_CLE_OAK,SPREAD,OAK,1,,0
2006100110,2006_04_CLE_OAK,SPREAD,CLE,-1,,1
2006100110,2006_04_CLE_OAK,TOTAL,Under,33.5,,0
2006100110,2006_04_CLE_OAK,TOTAL,Over,33.5,,1
2006100111,2006_04_JAX_WAS,MONEYLINE,JAX,,-140,0
2006100111,2006_04_JAX_WAS,MONEYLINE,WAS,,120,1
2006100111,2006_04_JAX_WAS,SPREAD,JAX,-2,,0
2006100111,2006_04_JAX_WAS,SPREAD,WAS,2,,1
2006100111,2006_04_JAX_WAS,TOTAL,Over,34,,1
2006100111,2006_04_JAX_WAS,TOTAL,Under,34,,0
2006100112,2006_04_SEA_CHI,MONEYLINE,SEA,,175,0
2006100112,2006_04_SEA_CHI,MONEYLINE,CHI,,-195,1
2006100112,2006_04_SEA_CHI,SPREAD,SEA,3.5,,0
2006100112,2006_04_SEA_CHI,SPREAD,CHI,-3.5,,1
2006100112,2006_04_SEA_CHI,TOTAL,Under,36.5,,0
2006100112,2006_04_SEA_CHI,TOTAL,Over,36.5,,1
2006100200,2006_04_GB_PHI,MONEYLINE,GB,,550,0
2006100200,2006_04_GB_PHI,MONEYLINE,PHI,,-775,1
2006100200,2006_04_GB_PHI,SPREAD,PHI,-11.5,,1
2006100200,2006_04_GB_PHI,SPREAD,GB,11.5,,0
2006100200,2006_04_GB_PHI,TOTAL,Over,49.5,,0
2006100200,2006_04_GB_PHI,TOTAL,Under,49.5,,1
2006100800,2006_05_CLE_CAR,MONEYLINE,CAR,,-390,1
2006100800,2006_05_CLE_CAR,MONEYLINE,CLE,,310,0
2006100800,2006_05_CLE_CAR,SPREAD,CLE,8,,0.5
2006100800,2006_05_CLE_CAR,SPREAD,CAR,-8,,0.5
2006100800,2006_05_CLE_CAR,TOTAL,Under,38,,1
2006100800,2006_05_CLE_CAR,TOTAL,Over,38,,0
2006100801,2006_05_BUF_CHI,MONEYLINE,CHI,,-600,1
2006100801,2006_05_BUF_CHI,MONEYLINE,BUF,,450,0
2006100801,2006_05_BUF_CHI,SPREAD,CHI,-9.5,,1
2006100801,2006_05_BUF_CHI,SPREAD,BUF,9.5,,0
2006100801,2006_05_BUF_CHI,TOTAL,Over,34.5,,1
2006100801,2006_05_BUF_CHI,TOTAL,Under,34.5,,0
2006100802,2006_05_STL_GB,MONEYLINE,GB,,115,0
2006100802,2006_05_STL_GB,MONEYLINE,STL,,-135,1
2006100802,2006_05_STL_GB,SPREAD,STL,-2.5,,1
2006100802,2006_05_STL_GB,SPREAD,GB,2.5,,0
2006100802,2006_05_STL_GB,TOTAL,Over,46.5,,0
2006100802,2006_05_STL_GB,TOTAL,Under,46.5,,1
2006100803,2006_05_TEN_IND,MONEYLINE,IND,,-2700,1
2006100803,2006_05_TEN_IND,MONEYLINE,TEN,,1750,0
2006100803,2006_05_TEN_IND,SPREAD,TEN,17.5,,1
2006100803,2006_05_TEN_IND,SPREAD,IND,-17.5,,0
2006100803,2006_05_TEN_IND,TOTAL,Under,48,,1
2006100803,2006_05_TEN_IND,TOTAL,Over,48,,0
2006100804,2006_05_DET_MIN,MONEYLINE,MIN,,-310,1
2006100804,2006_05_DET_MIN,MONEYLINE,DET,,250,0
2006100804,2006_05_DET_MIN,SPREAD,DET,6.5,,0
2006100804,2006_05_DET_MIN,SPREAD,MIN,-6.5,,1
2006100804,2006_05_DET_MIN,TOTAL,Over,41,,1
2006100804,2006_05_DET_MIN,TOTAL,Under,41,,0
2006100805,2006_05_MIA_NE,MONEYLINE,MIA,,450,0
2006100805,2006_05_MIA_NE,MONEYLINE,NE,,-600,1
2006100805,2006_05_MIA_NE,SPREAD,NE,-9.5,,1
2006100805,2006_05_MIA_NE,SPREAD,MIA,9.5,,0
2006100805,2006_05_MIA_NE,TOTAL,Over,36.5,,0
2006100805,2006_05_MIA_NE,TOTAL,Under,36.5,,1
2006100806,2006_05_TB_NO,MONEYLINE,NO,,-310,1
2006100806,2006_05_TB_NO,MONEYLINE,TB,,260,0
2006100806,2006_05_TB_NO,SPREAD,NO,-7,,0
2006100806,2006_05_TB_NO,SPREAD,TB,7,,1
2006100806,2006_05_TB_NO,TOTAL,Over,35,,1
2006100806,2006_05_TB_NO,TOTAL,Under,35,,0
2006100807,2006_05_WAS_NYG,MONEYLINE,WAS,,210,0
2006100807,2006_05_WAS_NYG,MONEYLINE,NYG,,-260,1
2006100807,2006_05_WAS_NYG,SPREAD,WAS,5.5,,0
2006100807,2006_05_WAS_NYG,SPREAD,NYG,-5.5,,1
2006100807,2006_05_WAS_NYG,TOTAL,Over,46,,0
2006100807,2006_05_WAS_NYG,TOTAL,Under,46,,1
2006100808,2006_05_KC_ARI,MONEYLINE,KC,,-210,1
2006100808,2006_05_KC_ARI,MONEYLINE,ARI,,175,0
2006100808,2006_05_KC_ARI,SPREAD,ARI,3.5,,1
2006100808,2006_05_KC_ARI,SPREAD,KC,-3.5,,0
2006100808,2006_05_KC_ARI,TOTAL,Over,40,,1
2006100808,2006_05_KC_ARI,TOTAL,Under,40,,0
2006100809,2006_05_NYJ_JAX,MONEYLINE,JAX,,-330,1
