game_id,season,game_type,week,gameday,weekday,gametime,away_team,away_score,home_team,home_score,location,result,total,old_game_id,gsis,pfr,pff,espn,spread_line,total_line,div_game,roof,surface,temp,wind,away_coach,home_coach,referee,stadium_id,stadium
1999_01_ARI_PHI,1999,REG,1,1999-09-12,Sunday,,ARI,25,PHI,24,Home,-1,49,1999091200,588,199909120phi,,190912021,-3,37,1,outdoors,astroturf,75,3,Vince Tobin,Andy Reid,Ron Winter,PHI99,Veterans Stadium
1999_01_BAL_STL,1999,REG,1,1999-09-12,Sunday,,BAL,10,STL,27,Home,17,37,1999091201,589,199909120ram,,190912014,0,39,0,dome,astroturf,,,Brian Billick,Dick Vermeil,Tom White,STL00,TWA Dome
1999_01_BUF_IND,1999,REG,1,1999-09-12,Sunday,,BUF,14,IND,31,Home,17,45,1999091202,591,199909120clt,,190912011,-3,45.5,1,dome,astroturf,,,Wade Phillips,Jim Mora,Ron Blum,IND99,RCA Dome
1999_01_CAR_NO,1999,REG,1,1999-09-12,Sunday,,CAR,10,NO,19,Home,9,29,1999091203,592,199909120nor,,190912018,3.5,38,1,dome,astroturf,,,George Seifert,Mike Ditka,Larry Nemmers,NOR00,Louisiana Superdome
1999_01_CIN_TEN,1999,REG,1,1999-09-12,Sunday,,CIN,35,TEN,36,Home,1,71,1999091204,594,199909120oti,,190912010,9,42,1,outdoors,grass,84,10,Bruce Coslet,Jeff Fisher,Mike Carey,NAS00,Adelphia Coliseum
1999_01_DAL_WAS,1999,REG,1,1999-09-12,Sunday,,DAL,41,WAS,35,Home,-6,76,1999091205,595,199909120was,,190912028,2.5,42,1,outdoors,grass,71,0,Chan Gailey,Norv Turner,Walt Coleman,WAS00,Jack Kent Cooke Stadium
1999_01_DET_SEA,1999,REG,1,1999-09-12,Sunday,,DET,28,SEA,20,Home,-8,48,1999091209,596,199909120sea,,190912026,9.5,42,0,dome,astroturf,,,Bobby Ross,Mike Holmgren,Dick Hantak,SEA98,Seattle Kingdome
1999_01_KC_CHI,1999,REG,1,1999-09-12,Sunday,,KC,17,CHI,20,Home,3,37,1999091206,597,199909120chi,,190912003,-3,38,0,outdoors,grass,80,12,Gunther Cunningham,Dick Jauron,Phil Luckett,CHI98,Soldier Field
1999_01_MIN_ATL,1999,REG,1,1999-09-12,Sunday,,MIN,17,ATL,14,Home,-3,31,1999091210,598,199909120atl,,190912001,-4,49,0,dome,astroturf,,,Dennis Green,Dan Reeves,Gerry Austin,ATL00,Georgia Dome
1999_01_NE_NYJ,1999,REG,1,1999-09-12,Sunday,,NE,30,NYJ,28,Home,-2,58,1999091207,600,199909120nyj,,190912020,7,44.5,1,outdoors,astroturf,73,5,Pete Carroll,Bill Parcells,Bill Carollo,NYC00,Giants Stadium
1999_01_NYG_TB,1999,REG,1,1999-09-12,Sunday,,NYG,17,TB,13,Home,-4,30,1999091211,601,199909120tam,,190912027,5.5,37.5,0,outdoors,grass,88,8,Jim Fassel,Tony Dungy,Ed Hochuli,TAM00,Raymond James Stadium
1999_01_OAK_GB,1999,REG,1,1999-09-12,Sunday,,OAK,24,GB,28,Home,4,52,1999091208,602,199909120gnb,,190912009,9,43,0,outdoors,grass,67,10,Jon Gruden,Ray Rhodes,Tony Corrente,GNB00,Lambeau Field
1999_01_PIT_CLE,1999,REG,1,1999-09-12,Sunday,,PIT,43,CLE,0,Home,-43,43,1999091213,604,199909120cle,,190912005,-6,37,1,outdoors,grass,78,12,Bill Cowher,Chris Palmer,Bob McElwee,CLE00,Cleveland Browns Stadium
1999_01_SF_JAX,1999,REG,1,1999-09-12,Sunday,,SF,3,JAX,41,Home,38,44,1999091212,603,199909120jax,,190912030,5.5,49,0,outdoors,grass,76,8,Steve Mariucci,Tom Coughlin,Bernie Kukar,JAX00,Alltel Stadium
1999_01_MIA_DEN,1999,REG,1,1999-09-13,Monday,,MIA,38,DEN,21,Home,-17,59,1999091300,605,199909130den,,190913007,6,43,0,outdoors,grass,60,5,Jimmy Johnson,Mike Shanahan,Johnny Grier,DEN99,Mile High Stadium
1999_02_ARI_MIA,1999,REG,2,1999-09-19,Sunday,,ARI,16,MIA,19,Home,3,35,1999091900,606,199909190mia,,190919015,9,41,0,outdoors,grass,82,13,Vince Tobin,Jimmy Johnson,Bob McElwee,MIA00,Pro Player Stadium
1999_02_CLE_TEN,1999,REG,2,1999-09-19,Sunday,,CLE,9,TEN,26,Home,17,35,1999091911,607,199909190oti,,190919010,16,40,1,outdoors,grass,86,10,Chris Palmer,Jeff Fisher,Ed Hochuli,NAS00,Adelphia Coliseum
1999_02_DEN_KC,1999,REG,2,1999-09-19,Sunday,,DEN,10,KC,26,Home,16,36,1999091912,608,199909190kan,,190919012,-3.5,40.5,1,outdoors,grass,69,8,Mike Shanahan,Gunther Cunningham,Tom Corrente,KAN00,Arrowhead Stadium
1999_02_GB_DET,1999,REG,2,1999-09-19,Sunday,,GB,15,DET,23,Home,8,38,1999091901,609,199909190det,,190919008,-6.5,43,1,dome,astroturf,,,Ray Rhodes,Bobby Ross,Jeff Triplette,DET99,Pontiac Silverdome
1999_02_IND_NE,1999,REG,2,1999-09-19,Sunday,,IND,28,NE,31,Home,3,59,1999091902,610,199909190nwe,,190919017,4.5,45,1,outdoors,grass,68,10,Jim Mora,Pete Carroll,Dick Hantak,BOS99,Foxboro Stadium
1999_02_JAX_CAR,1999,REG,2,1999-09-19,Sunday,,JAX,22,CAR,20,Home,-2,42,1999091903,611,199909190car,,190919029,-9.5,44,0,outdoors,grass,74,3,Tom Coughlin,George Seifert,Bill Carollo,CAR00,Ericsson Stadium
1999_02_NO_SF,1999,REG,2,1999-09-19,Sunday,,NO,21,SF,28,Home,7,49,1999091910,612,199909190sfo,,190919025,11,42.5,1,outdoors,grass,70,10,Mike Ditka,Steve Mariucci,Phil Luckett,SFO00,3Com Park
1999_02_NYJ_BUF,1999,REG,2,1999-09-19,Sunday,,NYJ,3,BUF,17,Home,14,20,1999091913,619,199909190buf,,190919002,4,42,1,outdoors,astroturf,68,5,Bill Parcells,Wade Phillips,Ron Winter,BUF00,Ralph Wilson Stadium
1999_02_OAK_MIN,1999,REG,2,1999-09-19,Sunday,,OAK,22,MIN,17,Home,-5,39,1999091904,613,199909190min,,190919016,11,47.5,0,dome,astroturf,,,Jon Gruden,Dennis Green,Larry Nemmers,MIN00,Hubert H. Humphrey Metrodome
1999_02_PIT_BAL,1999,REG,2,1999-09-19,Sunday,,PIT,23,BAL,20,Home,-3,43,1999091905,614,199909190rav,,190919033,-2.5,38,1,outdoors,grass,74,7,Bill Cowher,Brian Billick,Gerry Austin,BAL00,PSINet Stadium
1999_02_SD_CIN,1999,REG,2,1999-09-19,Sunday,,SD,34,CIN,7,Home,-27,41,1999091906,615,199909190cin,,190919004,1,40.5,0,outdoors,astroturf,79,5,Mike Riley,Bruce Coslet,Johnny Grier,CIN99,Cinergy Field
1999_02_SEA_CHI,1999,REG,2,1999-09-19,Sunday,,SEA,14,CHI,13,Home,-1,27,1999091907,616,199909190chi,,190919003,-3.5,39,0,outdoors,grass,76,15,Mike Holmgren,Dick Jauron,Mike Carey,CHI98,Soldier Field
1999_02_TB_PHI,1999,REG,2,1999-09-19,Sunday,,TB,19,PHI,5,Home,-14,24,1999091908,617,199909190phi,,190919021,-6.5,36.5,0,outdoors,astroturf,69,3,Tony Dungy,Andy Reid,Ron Blum,PHI99,Veterans Stadium
1999_02_WAS_NYG,1999,REG,2,1999-09-19,Sunday,,WAS,50,NYG,21,Home,-29,71,1999091909,618,199909190nyg,,190919019,2.5,41,1,outdoors,astroturf,70,3,Norv Turner,Jim Fassel,Bernie Kukar,NYC00,Giants Stadium
1999_02_ATL_DAL,1999,REG,2,1999-09-20,Monday,,ATL,7,DAL,24,Home,17,31,1999092000,620,199909200dal,,190920006,6.5,42,0,outdoors,astroturf,86,16,Dan Reeves,Chan Gailey,Tom White,DAL99,Texas Stadium
1999_03_ATL_STL,1999,REG,3,1999-09-26,Sunday,,ATL,7,STL,35,Home,28,42,1999092600,621,199909260ram,,190926014,-1.5,40.5,1,dome,astroturf,,,Dan Reeves,Dick Vermeil,Ron Blum,STL00,TWA Dome
1999_03_CHI_OAK,1999,REG,3,1999-09-26,Sunday,,CHI,17,OAK,24,Home,7,41,1999092610,622,199909260rai,,190926013,7,38,0,outdoors,grass,77,5,Dick Jauron,Jon Gruden,Ed Hochuli,OAK00,Network Associates Coliseum
1999_03_CIN_CAR,1999,REG,3,1999-09-26,Sunday,,CIN,3,CAR,27,Home,24,30,1999092602,623,199909260car,,190926029,7,39.5,0,outdoors,grass,70,6,Bruce Coslet,George Seifert,Dick Hantak,CAR00,Ericsson Stadium
1999_03_CLE_BAL,1999,REG,3,1999-09-26,Sunday,,CLE,10,BAL,17,Home,7,27,1999092603,624,199909260rav,,190926033,12,36.5,1,outdoors,grass,72,8,Chris Palmer,Brian Billick,Bernie Kukar,BAL00,PSINet Stadium
1999_03_DEN_TB,1999,REG,3,1999-09-26,Sunday,,DEN,10,TB,13,Home,3,23,1999092604,625,199909260tam,,190926027,2.5,38,0,outdoors,grass,82,8,Mike Shanahan,Tony Dungy,Bill Carollo,TAM00,Raymond James Stadium
1999_03_DET_KC,1999,REG,3,1999-09-26,Sunday,,DET,21,KC,31,Home,10,52,1999092605,626,199909260kan,,190926012,3.5,39.5,0,outdoors,grass,74,10,Bobby Ross,Gunther Cunningham,Mike Garth,KAN00,Arrowhead Stadium
1999_03_IND_SD,1999,REG,3,1999-09-26,Sunday,,IND,27,SD,19,Home,-8,46,1999092609,628,199909260sdg,,190926024,-1,44,0,outdoors,grass,71,8,Jim Mora,Mike Riley,Bob McElwee,SDG00,Qualcomm Stadium
1999_03_MIN_GB,1999,REG,3,1999-09-26,Sunday,,MIN,20,GB,23,Home,3,43,1999092611,629,199909260gnb,,190926009,0,47.5,1,outdoors,grass,82,20,Dennis Green,Ray Rhodes,Johnny Grier,GNB00,Lambeau Field
1999_03_NYG_NE,1999,REG,3,1999-09-26,Sunday,,NYG,14,NE,16,Home,2,30,1999092612,634,199909260nwe,,190926017,6,43.5,0,outdoors,grass,62,5,Jim Fassel,Pete Carroll,Walt Coleman,BOS99,Foxboro Stadium
1999_03_PHI_BUF,1999,REG,3,1999-09-26,Sunday,,PHI,0,BUF,26,Home,26,26,1999092606,630,199909260buf,,190926002,11.5,38,0,outdoors,astroturf,74,5,Andy Reid,Wade Phillips,Jeff Triplette,BUF00,Ralph Wilson Stadium
1999_03_SEA_PIT,1999,REG,3,1999-09-26,Sunday,,SEA,29,PIT,10,Home,-19,39,1999092607,631,199909260pit,,190926023,4,38,0,outdoors,astroturf,61,8,Mike Holmgren,Bill Cowher,Phil Luckett,PIT99,Three Rivers Stadium
1999_03_TEN_JAX,1999,REG,3,1999-09-26,Sunday,,TEN,20,JAX,19,Home,-1,39,1999092608,632,199909260jax,,190926030,9.5,45,1,outdoors,grass,75,9,Jeff Fisher,Tom Coughlin,Ron Winter,JAX00,Alltel Stadium
1999_03_WAS_NYJ,1999,REG,3,1999-09-26,Sunday,,WAS,27,NYJ,20,Home,-7,47,1999092601,633,199909260nyj,,190926020,-1,43.5,0,outdoors,astroturf,67,5,Norv Turner,Bill Parcells,Tom White,NYC00,Giants Stadium
1999_03_SF_ARI,1999,REG,3,1999-09-27,Monday,,SF,24,ARI,10,Home,-14,34,1999092700,635,199909270crd,,190927022,-2.5,45.5,0,outdoors,grass,97,4,Steve Mariucci,Vince Tobin,Tony Corrente,PHO99,Sun Devil Stadium
1999_04_ARI_DAL,1999,REG,4,1999-10-03,Sunday,,ARI,7,DAL,35,Home,28,42,1999100300,636,199910030dal,,191003006,7,42.5,1,outdoors,astroturf,67,14,Vince Tobin,Chan Gailey,Bill Carollo,DAL99,Texas Stadium
1999_04_BAL_ATL,1999,REG,4,1999-10-03,Sunday,,BAL,19,ATL,13,Home,-6,32,1999100301,637,199910030atl,,191003001,2.5,36.5,0,dome,astroturf,,,Brian Billick,Dan Reeves,Walt Coleman,ATL00,Georgia Dome
1999_04_CAR_WAS,1999,REG,4,1999-10-03,Sunday,,CAR,36,WAS,38,Home,2,74,1999100308,638,199910030was,,191003028,8.5,45.5,0,outdoors,grass,78,0,George Seifert,Norv Turner,Ron Winter,WAS00,Jack Kent Cooke Stadium
1999_04_JAX_PIT,1999,REG,4,1999-10-03,Sunday,,JAX,17,PIT,3,Home,-14,20,1999100302,639,199910030pit,,191003023,-3,42,1,outdoors,astroturf,62,0,Tom Coughlin,Bill Cowher,Dick Hantak,PIT99,Three Rivers Stadium
1999_04_KC_SD,1999,REG,4,1999-10-03,Sunday,,KC,14,SD,21,Home,7,35,1999100309,640,199910030sdg,,191003024,1,38.5,1,outdoors,grass,76,7,Gunther Cunningham,Mike Riley,Ed Hochuli,SDG00,Qualcomm Stadium
1999_04_NE_CLE,1999,REG,4,1999-10-03,Sunday,,NE,19,CLE,7,Home,-12,26,1999100303,641,199910030cle,,191003005,-12,38,0,outdoors,grass,59,15,Pete Carroll,Chris Palmer,Jeff Triplette,CLE00,Cleveland Browns Stadium
1999_04_NO_CHI,1999,REG,4,1999-10-03,Sunday,,NO,10,CHI,14,Home,4,24,1999100304,642,199910030chi,,191003003,-1,37,0,outdoors,grass,49,8,Mike Ditka,Dick Jauron,Ron Blum,CHI98,Soldier Field
1999_04_NYJ_DEN,1999,REG,4,1999-10-03,Sunday,,NYJ,21,DEN,13,Home,-8,34,1999100310,643,199910030den,,191003007,5.5,40,0,outdoors,grass,54,7,Bill Parcells,Mike Shanahan,Bob McElwee,DEN99,Mile High Stadium
1999_04_OAK_SEA,1999,REG,4,1999-10-03,Sunday,,OAK,21,SEA,22,Home,1,43,1999100312,648,199910030sea,,191003026,3.5,40.5,1,dome,astroturf,,,Jon Gruden,Mike Holmgren,Bernie Kukar,SEA98,Seattle Kingdome
1999_04_PHI_NYG,1999,REG,4,1999-10-03,Sunday,,PHI,15,NYG,16,Home,1,31,1999100305,644,199910030nyg,,191003019,9.5,35.5,1,outdoors,astroturf,70,5,Andy Reid,Jim Fassel,Tony Corrente,NYC00,Giants Stadium
1999_04_STL_CIN,1999,REG,4,1999-10-03,Sunday,,STL,38,CIN,10,Home,-28,48,1999100306,645,199910030cin,,191003004,-3.5,44,0,outdoors,astroturf,62,0,Dick Vermeil,Bruce Coslet,Phil Luckett,CIN99,Cinergy Field
1999_04_TB_MIN,1999,REG,4,1999-10-03,Sunday,,TB,14,MIN,21,Home,7,35,1999100307,646,199910030min,,191003016,7,40.5,1,dome,astroturf,,,Tony Dungy,Dennis Green,Mike Carey,MIN00,Hubert H. Humphrey Metrodome
1999_04_TEN_SF,1999,REG,4,1999-10-03,Sunday,,TEN,22,SF,24,Home,2,46,1999100311,647,199910030sfo,,191003025,1.5,40.5,0,outdoors,grass,64,5,Jeff Fisher,Steve Mariucci,Gerry Austin,SFO00,3Com Park
1999_04_BUF_MIA,1999,REG,4,1999-10-04,Monday,,BUF,23,MIA,18,Home,-5,41,1999100400,649,199910040mia,,191004015,4.5,40.5,1,outdoors,grass,79,0,Wade Phillips,Jimmy Johnson,Bill Carollo,MIA00,Pro Player Stadium
1999_05_ATL_NO,1999,REG,5,1999-10-10,Sunday,,ATL,20,NO,17,Home,-3,37,1999101000,650,199910100nor,,191010018,3,35.5,1,dome,astroturf,,,Dan Reeves,Mike Ditka,Johnny Grier,NOR00,Louisiana Superdome
1999_05_BAL_TEN,1999,REG,5,1999-10-10,Sunday,,BAL,11,TEN,14,Home,3,25,1999101009,651,199910100oti,,191010010,7,38.5,1,outdoors,grass,75,9,Brian Billick,Jeff Fisher,Dick Hantak,NAS00,Adelphia Coliseum
1999_05_CHI_MIN,1999,REG,5,1999-10-10,Sunday,,CHI,24,MIN,22,Home,-2,46,1999101001,652,199910100min,,191010016,13,43.5,1,dome,astroturf,,,Dick Jauron,Dennis Green,Jeff Triplette,MIN00,Hubert H. Humphrey Metrodome
1999_05_CIN_CLE,1999,REG,5,1999-10-10,Sunday,,CIN,18,CLE,17,Home,-1,35,1999101002,653,199910100cle,,191010005,-3,36,1,outdoors,grass,65,8,Bruce Coslet,Chris Palmer,Ron Winter,CLE00,Cleveland Browns Stadium
1999_05_DAL_PHI,1999,REG,5,1999-10-10,Sunday,,DAL,10,PHI,13,Home,3,23,1999101003,654,199910100phi,,191010021,-9.5,37,1,outdoors,astroturf,65,18,Chan Gailey,Andy Reid,Bernie Kukar,PHI99,Veterans Stadium
1999_05_DEN_OAK,1999,REG,5,1999-10-10,Sunday,,DEN,16,OAK,13,Home,-3,29,1999101010,655,199910100rai,,191010013,7,38,1,outdoors,grass,79,8,Mike Shanahan,Jon Gruden,Ron Blum,OAK00,Network Associates Coliseum
1999_05_MIA_IND,1999,REG,5,1999-10-10,Sunday,,MIA,34,IND,31,Home,-3,65,1999101011,1999101011,199910100clt,,191010011,-1.5,44.5,1,dome,astroturf,,,Jimmy Johnson,Jim Mora,Gerry Austin,IND99,RCA Dome
1999_05_NE_KC,1999,REG,5,1999-10-10,Sunday,,NE,14,KC,16,Home,2,30,1999101004,656,199910100kan,,191010012,2.5,41,0,outdoors,grass,73,3,Pete Carroll,Gunther Cunningham,Bob McElwee,KAN00,Arrowhead Stadium
1999_05_NYG_ARI,1999,REG,5,1999-10-10,Sunday,,NYG,3,ARI,14,Home,11,17,1999101008,657,199910100crd,,191010022,3,37.5,1,outdoors,grass,95,5,Jim Fassel,Vince Tobin,Tom White,PHO99,Sun Devil Stadium
1999_05_PIT_BUF,1999,REG,5,1999-10-10,Sunday,,PIT,21,BUF,24,Home,3,45,1999101005,658,199910100buf,,191010002,6.5,38,0,outdoors,astroturf,65,10,Bill Cowher,Wade Phillips,Ed Hochuli,BUF00,Ralph Wilson Stadium
1999_05_SD_DET,1999,REG,5,1999-10-10,Sunday,,SD,20,DET,10,Home,-10,30,1999101006,659,199910100det,,191010008,3.5,40,0,dome,astroturf,,,Mike Riley,Bobby Ross,Walt Coleman,DET99,Pontiac Silverdome
1999_05_SF_STL,1999,REG,5,1999-10-10,Sunday,,SF,20,STL,42,Home,22,62,1999101007,660,199910100ram,,191010014,3,45.5,1,dome,astroturf,,,Steve Mariucci,Dick Vermeil,Bill Carollo,STL00,TWA Dome
1999_05_TB_GB,1999,REG,5,1999-10-10,Sunday,,TB,23,GB,26,Home,3,49,1999101012,661,199910100gnb,,191010009,6,40.5,1,outdoors,grass,58,8,Tony Dungy,Ray Rhodes,Phil Luckett,GNB00,Lambeau Field
1999_05_JAX_NYJ,1999,REG,5,1999-10-11,Monday,,JAX,16,NYJ,6,Home,-10,22,1999101100,662,199910110nyj,,191011020,-3,40,0,outdoors,astroturf,61,10,Tom Coughlin,Bill Parcells,Mike Carey,NYC00,Giants Stadium
1999_06_CAR_SF,1999,REG,6,1999-10-17,Sunday,,CAR,31,SF,29,Home,-2,60,1999101710,663,199910170sfo,,191017025,5,44,1,outdoors,grass,76,6,George Seifert,Steve Mariucci,Bob McElwee,SFO00,3Com Park
1999_06_CLE_JAX,1999,REG,6,1999-10-17,Sunday,,CLE,7,JAX,24,Home,17,31,1999101700,664,199910170jax,,191017030,17.5,37.5,1,outdoors,grass,71,18,Chris Palmer,Tom Coughlin,Tony Corrente,JAX00,Alltel Stadium
1999_06_GB_DEN,1999,REG,6,1999-10-17,Sunday,,GB,10,DEN,31,Home,21,41,1999101711,665,199910170den,,191017007,-3.5,40,0,outdoors,grass,50,0,Ray Rhodes,Mike Shanahan,Tom White,DEN99,Mile High Stadium
1999_06_IND_NYJ,1999,REG,6,1999-10-17,Sunday,,IND,16,NYJ,13,Home,-3,29,1999101701,666,199910170nyj,,191017020,-2.5,42.5,1,outdoors,astroturf,68,6,Jim Mora,Bill Parcells,Walt Coleman,NYC00,Giants Stadium
1999_06_MIA_NE,1999,REG,6,1999-10-17,Sunday,,MIA,31,NE,30,Home,-1,61,1999101702,667,199910170nwe,,191017017,2.5,42.5,1,outdoors,grass,72,5,Jimmy Johnson,Pete Carroll,Ed Hochuli,BOS99,Foxboro Stadium
1999_06_MIN_DET,1999,REG,6,1999-10-17,Sunday,,MIN,23,DET,25,Home,2,48,1999101703,668,199910170det,,191017008,-3.5,45,1,dome,astroturf,,,Dennis Green,Bobby Ross,Ron Winter,DET99,Pontiac Silverdome
1999_06_OAK_BUF,1999,REG,6,1999-10-17,Sunday,,OAK,20,BUF,14,Home,-6,34,1999101704,669,199910170buf,,191017002,3.5,40.5,0,outdoors,astroturf,52,8,Jon Gruden,Wade Phillips,Johnny Grier,BUF00,Ralph Wilson Stadium
1999_06_PHI_CHI,1999,REG,6,1999-10-17,Sunday,,PHI,20,CHI,16,Home,-4,36,1999101705,670,199910170chi,,191017003,6.5,35,0,outdoors,grass,51,14,Andy Reid,Dick Jauron,Phil Luckett,CHI98,Soldier Field
1999_06_PIT_CIN,1999,REG,6,1999-10-17,Sunday,,PIT,17,CIN,3,Home,-14,20,1999101706,671,199910170cin,,191017004,-5,37.5,1,outdoors,astroturf,58,11,Bill Cowher,Bruce Coslet,Jeff Triplette,CIN99,Cinergy Field
1999_06_SEA_SD,1999,REG,6,1999-10-17,Sunday,,SEA,10,SD,13,Home,3,23,1999101709,673,199910170sdg,,191017024,-1.5,37.5,1,outdoors,grass,78,9,Mike Holmgren,Mike Riley,Bill Carollo,SDG00,Qualcomm Stadium
1999_06_STL_ATL,1999,REG,6,1999-10-17,Sunday,,STL,41,ATL,13,Home,-28,54,1999101707,672,199910170atl,,191017001,-6,45,1,dome,astroturf,,,Dick Vermeil,Dan Reeves,Ron Blum,ATL00,Georgia Dome
1999_06_TEN_NO,1999,REG,6,1999-10-17,Sunday,,TEN,24,NO,21,Home,-3,45,1999101708,674,199910170nor,,191017018,-3,36.5,0,dome,astroturf,,,Jeff Fisher,Mike Ditka,Bernie Kukar,NOR00,Louisiana Superdome
1999_06_WAS_ARI,1999,REG,6,1999-10-17,Sunday,,WAS,24,ARI,10,Home,-14,34,1999101712,675,199910170crd,,191017022,-3.5,45.5,1,outdoors,grass,79,12,Norv Turner,Vince Tobin,Gerry Austin,PHO99,Sun Devil Stadium
1999_06_DAL_NYG,1999,REG,6,1999-10-18,Monday,,DAL,10,NYG,13,Home,3,23,1999101800,676,199910180nyg,,191018019,-3,37,1,outdoors,astroturf,58,16,Chan Gailey,Jim Fassel,Dick Hantak,NYC00,Giants Stadium
1999_07_KC_BAL,1999,REG,7,1999-10-21,Thursday,,KC,35,BAL,8,Home,-27,43,1999102100,677,199910210rav,,191021033,-1,36,0,outdoors,grass,55,5,Gunther Cunningham,Brian Billick,Johnny Grier,BAL00,PSINet Stadium
1999_07_BUF_SEA,1999,REG,7,1999-10-24,Sunday,,BUF,16,SEA,26,Home,10,42,1999102410,678,199910240sea,,191024026,2.5,38,0,dome,astroturf,,,Wade Phillips,Mike Holmgren,Tom White,SEA98,Seattle Kingdome
1999_07_CHI_TB,1999,REG,7,1999-10-24,Sunday,,CHI,3,TB,6,Home,3,9,1999102400,679,199910240tam,,191024027,8,36.5,1,outdoors,grass,66,12,Dick Jauron,Tony Dungy,Tony Corrente,TAM00,Raymond James Stadium
1999_07_CIN_IND,1999,REG,7,1999-10-24,Sunday,,CIN,10,IND,31,Home,21,41,1999102401,680,199910240clt,,191024011,11,44,0,dome,astroturf,,,Bruce Coslet,Jim Mora,Ed Hochuli,IND99,RCA Dome
1999_07_CLE_STL,1999,REG,7,1999-10-24,Sunday,,CLE,3,STL,34,Home,31,37,1999102402,681,199910240ram,,191024014,18.5,43.5,0,dome,astroturf,,,Chris Palmer,Dick Vermeil,Walt Coleman,STL00,TWA Dome
1999_07_DEN_NE,1999,REG,7,1999-10-24,Sunday,,DEN,23,NE,24,Home,1,47,1999102403,682,199910240nwe,,191024017,3.5,40.5,0,outdoors,grass,53,25,Mike Shanahan,Pete Carroll,Gerry Austin,BOS99,Foxboro Stadium
1999_07_DET_CAR,1999,REG,7,1999-10-24,Sunday,,DET,24,CAR,9,Home,-15,33,1999102404,683,199910240car,,191024029,4.5,43.5,0,outdoors,grass,55,15,Bobby Ross,George Seifert,Ron Blum,CAR00,Ericsson Stadium
1999_07_GB_SD,1999,REG,7,1999-10-24,Sunday,,GB,31,SD,3,Home,-28,34,1999102409,684,199910240sdg,,191024024,-3,37.5,0,outdoors,grass,78,8,Ray Rhodes,Mike Riley,Bob McElwee,SDG00,Qualcomm Stadium
1999_07_NO_NYG,1999,REG,7,1999-10-24,Sunday,,NO,3,NYG,31,Home,28,34,1999102405,685,199910240nyg,,191024019,3,34,0,outdoors,astroturf,54,14,Mike Ditka,Jim Fassel,Phil Luckett,NYC00,Giants Stadium
1999_07_NYJ_OAK,1999,REG,7,1999-10-24,Sunday,,NYJ,23,OAK,24,Home,1,47,1999102411,686,199910240rai,,191024013,6.5,37,0,outdoors,grass,63,10,Bill Parcells,Jon Gruden,Jeff Triplette,OAK00,Network Associates Coliseum
1999_07_PHI_MIA,1999,REG,7,1999-10-24,Sunday,,PHI,13,MIA,16,Home,3,29,1999102406,687,199910240mia,,191024015,9,34,0,outdoors,grass,75,12,Andy Reid,Jimmy Johnson,Larry Nemmers,MIA00,Pro Player Stadium
1999_07_SF_MIN,1999,REG,7,1999-10-24,Sunday,,SF,16,MIN,40,Home,24,56,1999102407,688,199910240min,,191024016,7,48.5,0,dome,astroturf,,,Steve Mariucci,Dennis Green,Dick Hantak,MIN00,Hubert H. Humphrey Metrodome
1999_07_WAS_DAL,1999,REG,7,1999-10-24,Sunday,,WAS,20,DAL,38,Home,18,58,1999102408,689,199910240dal,,191024006,2,44,1,outdoors,astroturf,64,6,Norv Turner,Chan Gailey,Mike Carey,DAL99,Texas Stadium
1999_07_ATL_PIT,1999,REG,7,1999-10-25,Monday,,ATL,9,PIT,13,Home,4,22,1999102500,690,199910250pit,,191025023,5.5,37,0,outdoors,astroturf,53,6,Dan Reeves,Bill Cowher,Ron Winter,PIT99,Three Rivers Stadium
1999_08_BUF_BAL,1999,REG,8,1999-10-31,Sunday,,BUF,13,BAL,10,Home,-3,23,1999103100,691,199910310rav,,191031033,-3.5,36.5,0,outdoors,grass,71,8,Wade Phillips,Brian Billick,Jeff Triplette,BAL00,PSINet Stadium
1999_08_CAR_ATL,1999,REG,8,1999-10-31,Sunday,,CAR,20,ATL,27,Home,7,47,1999103101,692,199910310atl,,191031001,2,40,1,dome,astroturf,,,George Seifert,Dan Reeves,Tom White,ATL00,Georgia Dome
1999_08_CHI_WAS,1999,REG,8,1999-10-31,Sunday,,CHI,22,WAS,48,Home,26,70,1999103102,693,199910310was,,191031028,8.5,44,0,outdoors,grass,75,8,Dick Jauron,Norv Turner,Walt Coleman,WAS00,Jack Kent Cooke Stadium
1999_08_CLE_NO,1999,REG,8,1999-10-31,Sunday,,CLE,21,NO,16,Home,-5,37,1999103103,694,199910310nor,,191031018,9.5,33.5,0,dome,astroturf,,,Chris Palmer,Mike Ditka,Mike Carey,NOR00,Louisiana Superdome
1999_08_DAL_IND,1999,REG,8,1999-10-31,Sunday,,DAL,24,IND,34,Home,10,58,1999103104,695,199910310clt,,191031011,3,46,0,dome,astroturf,,,Chan Gailey,Jim Mora,Bill Carolo,IND99,RCA Dome
1999_08_JAX_CIN,1999,REG,8,1999-10-31,Sunday,,JAX,41,CIN,10,Home,-31,51,1999103105,696,199910310cin,,191031004,-12.5,38,1,outdoors,astroturf,69,5,Tom Coughlin,Bruce Coslet,Bernie Kukar,CIN99,Cinergy Field
1999_08_MIA_OAK,1999,REG,8,1999-10-31,Sunday,,MIA,16,OAK,9,Home,-7,25,1999103109,697,199910310rai,,191031013,3,37,0,outdoors,grass,70,10,Jimmy Johnson,Jon Gruden,Ron Winter,OAK00,Network Associates Coliseum
